id,time,policy
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Restriction_and_Regulation_of_Businesses
Botswana,2020-04-02 00:00:00,Social_Distancing
Brazil,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-23 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-23 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-23 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-23 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-27 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-27 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-03-27 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-13 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-13 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-13 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-14 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-14 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-14 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-14 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-16 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-04-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-05-11 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-05-11 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-05-11 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-05-15 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-05-15 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-01 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-05 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-05 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-05 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-05 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-06-17 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-06 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-21 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-21 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-21 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-29 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-04 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-04 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-04 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-18 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-08-19 00:00:00,Closure_and_Regulation_of_Schools
Brazil,2020-07-28 00:00:00,COVID-19_Vaccines
Brazil,2020-07-13 00:00:00,Curfew
Brazil,2020-04-17 00:00:00,Declaration_of_Emergency
Brazil,2020-03-15 00:00:00,External_Border_Restrictions
Brazil,2020-03-16 00:00:00,External_Border_Restrictions
Brazil,2020-03-19 00:00:00,External_Border_Restrictions
Brazil,2020-03-23 00:00:00,External_Border_Restrictions
Brazil,2020-03-28 00:00:00,External_Border_Restrictions
Brazil,2020-03-30 00:00:00,External_Border_Restrictions
Brazil,2020-04-13 00:00:00,External_Border_Restrictions
Brazil,2020-04-24 00:00:00,External_Border_Restrictions
Brazil,2020-04-28 00:00:00,External_Border_Restrictions
Brazil,2020-04-29 00:00:00,External_Border_Restrictions
Brazil,2020-04-29 00:00:00,External_Border_Restrictions
Brazil,2020-05-11 00:00:00,External_Border_Restrictions
Brazil,2020-05-22 00:00:00,External_Border_Restrictions
Brazil,2020-05-22 00:00:00,External_Border_Restrictions
Brazil,2020-05-22 00:00:00,External_Border_Restrictions
Brazil,2020-06-01 00:00:00,External_Border_Restrictions
Brazil,2020-06-20 00:00:00,External_Border_Restrictions
Brazil,2020-03-02 00:00:00,Health_Resources
Brazil,2020-03-02 00:00:00,Health_Resources
Brazil,2020-03-16 00:00:00,Health_Resources
Brazil,2020-03-16 00:00:00,Health_Resources
Brazil,2020-03-21 00:00:00,Health_Resources
Brazil,2020-03-24 00:00:00,Health_Resources
Brazil,2020-03-30 00:00:00,Health_Resources
Brazil,2020-04-03 00:00:00,Health_Resources
Brazil,2020-04-07 00:00:00,Health_Resources
Brazil,2020-04-13 00:00:00,Health_Resources
Brazil,2020-04-14 00:00:00,Health_Resources
Brazil,2020-04-20 00:00:00,Health_Resources
Brazil,2020-05-12 00:00:00,Health_Resources
Brazil,2020-05-14 00:00:00,Health_Resources
Brazil,2020-05-18 00:00:00,Health_Resources
Brazil,2020-06-08 00:00:00,Health_Resources
Brazil,2020-06-08 00:00:00,Health_Resources
Brazil,2020-06-08 00:00:00,Health_Resources
Brazil,2020-06-08 00:00:00,Health_Resources
Brazil,2020-06-08 00:00:00,Health_Resources
Brazil,2020-06-09 00:00:00,Health_Resources
Brazil,2020-06-16 00:00:00,Health_Resources
Brazil,2020-06-29 00:00:00,Health_Resources
Brazil,2020-07-16 00:00:00,Health_Resources
Brazil,2020-03-10 00:00:00,Health_Testing
Brazil,2020-03-19 00:00:00,Health_Testing
Brazil,2020-04-11 00:00:00,Health_Testing
Brazil,2020-05-06 00:00:00,Health_Testing
Brazil,2020-05-06 00:00:00,Health_Testing
Brazil,2020-05-06 00:00:00,Health_Testing
Brazil,2020-06-23 00:00:00,Health_Testing
Brazil,2020-06-24 00:00:00,Health_Testing
Brazil,2020-06-24 00:00:00,Health_Testing
Brazil,2020-06-28 00:00:00,Health_Testing
Brazil,2020-06-29 00:00:00,Health_Testing
Brazil,2020-07-09 00:00:00,Health_Testing
Brazil,2020-07-14 00:00:00,Health_Testing
Brazil,2020-07-21 00:00:00,Health_Testing
Brazil,2020-07-31 00:00:00,Health_Testing
Brazil,2020-08-12 00:00:00,Health_Testing
Brazil,2020-08-31 00:00:00,Health_Testing
Brazil,2020-08-31 00:00:00,Health_Testing
Brazil,2020-09-18 00:00:00,Health_Testing
Brazil,2020-09-23 00:00:00,Health_Testing
Brazil,2020-03-26 00:00:00,Hygiene
Brazil,2020-03-29 00:00:00,Hygiene
Brazil,2020-04-06 00:00:00,Hygiene
Brazil,2020-04-16 00:00:00,Hygiene
Brazil,2020-05-03 00:00:00,Hygiene
Brazil,2020-05-08 00:00:00,Hygiene
Brazil,2020-05-14 00:00:00,Hygiene
Brazil,2020-05-25 00:00:00,Hygiene
Brazil,2020-05-26 00:00:00,Hygiene
Brazil,2020-06-03 00:00:00,Hygiene
Brazil,2020-07-04 00:00:00,Hygiene
Brazil,2020-07-25 00:00:00,Hygiene
Brazil,2020-08-07 00:00:00,Hygiene
Brazil,2020-08-10 00:00:00,Hygiene
Brazil,2020-03-19 00:00:00,Internal_Border_Restrictions
Brazil,2020-03-20 00:00:00,Internal_Border_Restrictions
Brazil,2020-03-27 00:00:00,Internal_Border_Restrictions
Brazil,2020-04-01 00:00:00,Internal_Border_Restrictions
Brazil,2020-04-08 00:00:00,Internal_Border_Restrictions
Brazil,2020-04-13 00:00:00,Internal_Border_Restrictions
Brazil,2020-04-29 00:00:00,Internal_Border_Restrictions
Brazil,2020-05-08 00:00:00,Internal_Border_Restrictions
Brazil,2020-05-11 00:00:00,Internal_Border_Restrictions
Brazil,2020-06-01 00:00:00,Internal_Border_Restrictions
Brazil,2020-03-15 00:00:00,Lockdown
Brazil,2020-03-15 00:00:00,Lockdown
Brazil,2020-03-19 00:00:00,Lockdown
Brazil,2020-03-27 00:00:00,Lockdown
Brazil,2020-04-02 00:00:00,Lockdown
Brazil,2020-04-13 00:00:00,Lockdown
Brazil,2020-04-29 00:00:00,Lockdown
Brazil,2020-05-08 00:00:00,Lockdown
Brazil,2020-05-11 00:00:00,Lockdown
Brazil,2020-06-01 00:00:00,Lockdown
Brazil,2020-06-05 00:00:00,Lockdown
Brazil,2020-06-19 00:00:00,Lockdown
Brazil,2020-06-19 00:00:00,Lockdown
Brazil,2020-07-06 00:00:00,Lockdown
Brazil,2020-07-06 00:00:00,Lockdown
Brazil,2020-07-21 00:00:00,Lockdown
Brazil,2020-07-21 00:00:00,Lockdown
Brazil,2020-08-04 00:00:00,Lockdown
Brazil,2020-08-04 00:00:00,Lockdown
Brazil,2020-08-19 00:00:00,Lockdown
Brazil,2020-08-19 00:00:00,Lockdown
Brazil,2020-09-04 00:00:00,Lockdown
Brazil,2020-03-20 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Brazil,2020-03-20 00:00:00,New_Task_Force_Bureau_or_Administrative_Configuration
Brazil,2020-03-22 00:00:00,Other_Policy_Not_Listed_Above
Brazil,2020-04-10 00:00:00,Other_Policy_Not_Listed_Above
Brazil,2020-05-06 00:00:00,Other_Policy_Not_Listed_Above
Brazil,2020-05-19 00:00:00,Other_Policy_Not_Listed_Above
Brazil,2020-02-19 00:00:00,Public_Awareness_Measures
Brazil,2020-03-02 00:00:00,Public_Awareness_Measures
Brazil,2020-03-02 00:00:00,Public_Awareness_Measures
Brazil,2020-04-07 00:00:00,Public_Awareness_Measures
Brazil,2020-05-08 00:00:00,Public_Awareness_Measures
Brazil,2020-05-13 00:00:00,Public_Awareness_Measures
Brazil,2020-05-20 00:00:00,Public_Awareness_Measures
Brazil,2020-05-28 00:00:00,Public_Awareness_Measures
Brazil,2020-06-12 00:00:00,Public_Awareness_Measures
Brazil,2020-10-01 00:00:00,Public_Awareness_Measures
Brazil,2020-03-13 00:00:00,Quarantine
Brazil,2020-03-18 00:00:00,Quarantine
Brazil,2020-03-20 00:00:00,Quarantine
Brazil,2020-03-23 00:00:00,Quarantine
Brazil,2020-03-26 00:00:00,Quarantine
Brazil,2020-03-26 00:00:00,Quarantine
Brazil,2020-03-26 00:00:00,Quarantine
Brazil,2020-03-31 00:00:00,Quarantine
Brazil,2020-12-23 00:00:00,Quarantine
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-17 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-18 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-18 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-18 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-18 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-18 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-20 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-22 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-26 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-04 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-04 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-07 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-14 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-15 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-15 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-05-14 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-09-24 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-09-24 00:00:00,Restriction_and_Regulation_of_Businesses
Brazil,2020-03-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-16 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-27 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-13 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-04-29 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-11 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-05-28 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-01 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-05 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-10 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-10 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-06-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-06 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-07-21 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-04 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-08-19 00:00:00,Restriction_and_Regulation_of_Government_Services
Brazil,2020-03-17 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-17 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-19 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-20 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-03-27 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-04-01 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-04-04 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-04-06 00:00:00,Restrictions_of_Mass_Gatherings
Brazil,2020-04-06 00:00:00,Restrictions_of_Mass_Gatherings
