country,type,date_start,date_end,policy_id,entry_type,correct_type,update_type,update_level,date_announced,init_country_level,type_sub_cat
Germany,External Border Restrictions,2020-03-18,2020-06-15,2639697,new_entry,original,,,2020-03-18,National,Total border crossing ban
Germany,External Border Restrictions,2020-03-21,2020-06-15,1040165,new_entry,original,,,2020-03-20,Provincial,Total border crossing ban
Germany,External Border Restrictions,2020-03-22,2020-04-10,2670484,update,original,End of Policy,,2020-03-22,Provincial,Other External Border Restriction
Germany,External Border Restrictions,2020-03-22,2020-04-10,2670484,update,original,End of Policy,,2020-03-22,Provincial,Other External Border Restriction
Germany,External Border Restrictions,2020-03-27,2020-06-15,4931735,new_entry,original,,,2020-03-27,Provincial,Total border crossing ban
Germany,External Border Restrictions,2020-03-29,2020-06-15,4931735,update,original,Change of Policy,Strengthening,2020-03-28,Provincial,Total border crossing ban
Germany,External Border Restrictions,2020-03-31,2020-06-15,391198,new_entry,original,,,2020-03-31,Provincial,Total border crossing ban
Germany,External Border Restrictions,2020-04-01,2020-09-23,4625030,update,original,End of Policy,,2020-04-01,National,Other External Border Restriction
Germany,External Border Restrictions,2020-04-03,2020-06-15,2774134,new_entry,original,,,2020-04-03,Provincial,Total border crossing ban
Germany,External Border Restrictions,2020-04-09,2020-06-30,27096,new_entry,original,,,2020-04-09,National,Visa extensions (e.g. visa validity extended)
Germany,External Border Restrictions,2020-04-20,2020-05-03,429363,update,original,Change of Policy,Strengthening,2020-04-18,Provincial,Other External Border Restriction
Germany,External Border Restrictions,2020-05-04,2020-05-17,429363,update,original,Change of Policy,Strengthening,2020-05-01,Provincial,Other External Border Restriction
Germany,External Border Restrictions,2021-01-20,2021-04-15,4578411,new_entry,original,,,2021-01-20,Provincial,Other External Border Restriction
Germany,Health Monitoring,2020-02-01,2021-02-01,9326374,new_entry,original,,,2020-01-30,National,
Germany,Health Resources,2020-02-25,2021-04-15,7619570,new_entry,original,,,2020-02-25,Provincial,Other Heath Staff
Germany,Health Resources,2020-03-04,2020-08-31,3244222,new_entry,original,,,2020-03-04,Provincial,Hand Sanitizer
Germany,Health Resources,2020-03-04,2020-08-31,3244222,new_entry,original,,,2020-03-04,Provincial,Other Health Materials
Germany,Health Resources,2020-03-04,2020-08-31,4036488,new_entry,original,,,2020-03-04,National,Hand Sanitizer
Germany,Health Resources,2020-03-09,2020-07-31,2869703,new_entry,original,,,2020-03-09,Provincial,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-03-14,2020-03-15,3217852,new_entry,original,,,2020-03-14,Provincial,Ventilators
Germany,Health Resources,2020-03-16,2020-05-06,6304199,update,original,End of Policy,Relaxing,2020-03-13,Provincial,Unspecified Health Materials
Germany,Health Resources,2020-03-17,2020-05-18,6748954,new_entry,original,,,2020-03-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-03-18,2020-04-19,8782159,new_entry,original,,,2020-03-16,Provincial,Ventilators
Germany,Health Resources,2020-03-18,2020-04-19,8782159,new_entry,original,,,2020-03-16,Provincial,Unspecified Health Materials
Germany,Health Resources,2020-03-18,2020-04-19,8782159,new_entry,original,,,2020-03-16,Provincial,Unspecified Health Infrastructure
Germany,Health Resources,2020-03-18,2020-04-19,8782159,new_entry,original,,,2020-03-16,Provincial,Doctors
Germany,Health Resources,2020-03-18,2020-04-19,8782159,new_entry,original,,,2020-03-16,Provincial,Nurses
Germany,Health Resources,2020-03-18,2020-04-20,2556275,new_entry,original,,,2020-03-17,Provincial,Ventilators
Germany,Health Resources,2020-03-20,2020-05-15,8991412,new_entry,original,,,2020-03-19,Provincial,Hospitals
Germany,Health Resources,2020-03-23,2021-04-15,3735976,new_entry,original,,,2020-03-23,Municipal,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-03-27,2020-04-19,4451576,update,original,End of Policy,,2020-03-26,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-01,2020-05-31,4044508,new_entry,original,,,2020-03-24,Provincial,Other Heath Staff
Germany,Health Resources,2020-04-03,2020-09-30,1926490,new_entry,original,,,2020-04-03,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-08,2020-09-30,5428087,new_entry,original,,,2020-04-08,National,Medicine/Drugs
Germany,Health Resources,2020-04-08,2020-09-30,5428087,new_entry,original,,,2020-04-08,National,Hospitals
Germany,Health Resources,2020-04-08,2020-09-30,5428087,new_entry,original,,,2020-04-08,National,Other Health Infrastructure
Germany,Health Resources,2020-04-08,2020-04-19,9985718,new_entry,original,,,2020-04-07,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-08,2020-04-19,9985718,update,original,Change of Policy,Strengthening,2020-04-07,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-10,2020-04-19,1876556,update,original,,,2020-03-31,Municipal,Masks
Germany,Health Resources,2020-04-20,2020-05-03,9991344,new_entry,original,,,2020-04-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-20,2020-05-03,8844828,new_entry,original,,,2020-04-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-20,2020-05-06,8063905,new_entry,original,,,2020-04-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-04-22,2020-07-31,4658303,new_entry,original,,,2020-04-22,Provincial,Other Heath Staff
Germany,Health Resources,2020-04-23,2021-04-15,978134,update,original,Change of Policy,Strengthening,2020-04-23,Provincial,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-05-04,2020-05-25,9985718,update,original,End of Policy,Strengthening,2020-05-02,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-05-04,2020-08-17,6304199,update,original,Change of Policy,Relaxing,2020-04-21,Provincial,Masks
Germany,Health Resources,2020-05-04,2020-08-17,6304199,update,original,Change of Policy,Relaxing,2020-04-21,Provincial,Hand Sanitizer
Germany,Health Resources,2020-05-06,2020-05-12,4597299,new_entry,original,,,2020-05-06,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-05-06,2020-06-22,8844828,update,original,End of Policy,,2020-04-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-05-06,2020-06-02,8063905,update,original,End of Policy,,2020-04-17,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-05-13,2020-08-25,4597299,update,original,Change of Policy,Strengthening,2020-05-06,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-06-02,2020-10-04,3072063,update,original,,Strengthening,2020-09-01,Provincial,Hospitals
Germany,Health Resources,2020-06-29,2020-08-09,3072063,new_entry,original,,,2020-06-26,Provincial,Hospitals
Germany,Health Resources,2020-07-01,2020-12-31,5162092,new_entry,original,,,2020-06-12,Provincial,Personal Protective Equipment
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Masks
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Ventilators
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Personal Protective Equipment
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Hospitals
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Temporary Medical Centers
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-07-23,2020-12-31,7483954,new_entry,original,,,2020-07-16,Provincial,Other Heath Staff
Germany,Health Resources,2020-08-08,2020-08-30,3072063,update,original,Change of Policy,Strengthening,2020-08-07,Provincial,Hospitals
Germany,Health Resources,2020-08-14,2020-09-15,1330916,update,original,End of Policy,,2020-08-14,Provincial,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-08-17,2021-05-01,6304199,update,original,Change of Policy,Relaxing,2020-08-17,Provincial,Unspecified Health Materials
Germany,Health Resources,2020-08-28,2021-01-10,4597299,update,original,Change of Policy,Strengthening,2020-05-06,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-08-29,2020-09-01,3072063,update,original,Change of Policy,Strengthening,2020-08-28,Provincial,Hospitals
Germany,Health Resources,2020-10-15,2021-12-31,2344984,new_entry,original,,,2020-10-09,Provincial,Public Testing Facilities (e.g. drive-in testing for COVID-19)
Germany,Health Resources,2020-10-19,2020-12-31,898734,new_entry,original,,,2020-10-19,National,Doctors
Germany,Health Resources,2020-10-19,2020-12-31,898734,new_entry,original,,,2020-10-19,National,Nurses
Germany,Health Resources,2020-11-09,2021-12-31,1161859,new_entry,original,,,2021-01-14,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-11-24,2020-12-08,5254998,new_entry,original,,,2020-11-24,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-11-24,2020-12-08,2249647,new_entry,original,,,2020-11-24,Provincial,Doctors
Germany,Health Resources,2020-11-24,2020-12-08,2249647,new_entry,original,,,2020-11-24,Provincial,Nurses
Germany,Health Resources,2020-11-24,2020-12-08,2249647,new_entry,original,,,2020-11-24,Provincial,Health Volunteers
Germany,Health Resources,2020-12-15,2020-12-16,8435630,new_entry,original,,,2020-12-15,Provincial,Other Health Infrastructure
Germany,Health Resources,2020-12-21,2021-01-31,1666894,new_entry,original,,,2020-12-17,Provincial,Unspecified Health Materials
Germany,Health Resources,2020-12-21,2021-01-31,1666894,new_entry,original,,,2020-12-17,Provincial,Unspecified Health Staff
Germany,Health Resources,2020-12-21,2021-01-31,7492660,new_entry,original,,,2020-12-17,Provincial,Hospitals
Germany,Health Resources,2020-12-22,2021-03-31,1926490,update,original,Change of Policy,Strengthening,2020-04-03,Provincial,Other Health Infrastructure
Germany,Health Resources,2021-01-01,2021-01-15,1338116,new_entry,original,,,2020-12-30,Provincial,Doctors
Germany,Health Resources,2021-01-11,2021-03-28,4597299,update,original,Change of Policy,Strengthening,2020-05-06,Provincial,Other Health Infrastructure
Germany,Health Resources,2021-01-26,2021-02-09,1969533,new_entry,original,,,2021-01-25,Provincial,Masks
Germany,Health Resources,2021-02-01,2021-02-15,2810164,new_entry,original,,,2021-01-29,Provincial,Medicine/Drugs
Germany,Health Resources,2021-02-01,2021-02-15,2810164,new_entry,original,,,2021-01-29,Provincial,Syringes
Germany,Health Resources,2021-02-01,2021-02-15,2810164,new_entry,original,,,2021-01-29,Provincial,Other Health Materials
Germany,Health Testing,2020-03-09,2020-07-31,3072038,new_entry,original,,,2020-03-09,Provincial,
Germany,Health Testing,2020-06-19,2020-06-30,7015812,new_entry,original,,,2020-06-18,Municipal,
Germany,Health Testing,2020-06-30,2020-07-01,2125363,new_entry,original,,,2020-06-22,Municipal,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-08-03,2020-11-30,6103436,new_entry,original,,,2020-07-27,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-08-08,2020-09-15,4225190,new_entry,original,,,2020-08-08,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-08-17,2020-09-30,3426926,new_entry,original,,,2020-08-17,Provincial,
Germany,Health Testing,2020-08-24,2020-09-18,3056943,new_entry,original,,,2020-09-01,Provincial,
Germany,Health Testing,2020-09-15,2020-10-14,4080863,new_entry,original,,,2020-09-14,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-10-08,2020-12-21,8446966,new_entry,original,,,2020-10-08,Provincial,
Germany,Health Testing,2020-10-15,2020-12-12,1724327,new_entry,original,,,2020-10-11,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-10-15,2021-01-10,8204944,new_entry,original,,,2020-09-30,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-10-15,2020-12-12,1585391,new_entry,original,,,2020-10-15,Provincial,Drive-in Testing Centers
Germany,Health Testing,2020-10-15,2020-12-12,1585391,new_entry,original,,,2020-10-15,Provincial,Mobile Health Testing Stations (excluding drive-ins)
Germany,Health Testing,2020-10-15,2020-12-12,1585391,new_entry,original,,,2020-10-15,Provincial,Fixed Health Testing stations (excluding drive-ins)
Germany,Health Testing,2020-11-03,2020-11-10,2484534,new_entry,original,,,2020-10-31,Provincial,Mobile Health Testing Stations (excluding drive-ins)
Germany,Health Testing,2020-11-11,2021-01-10,2484534,update,original,Change of Policy,Strengthening,2020-10-31,Provincial,Mobile Health Testing Stations (excluding drive-ins)
Germany,Health Testing,2020-12-01,2020-12-13,1941986,new_entry,original,,,2020-11-26,Municipal,Other Health Testing
Germany,Health Testing,2021-01-11,2021-03-28,2484534,update,original,Change of Policy,Strengthening,2020-10-31,Provincial,Mobile Health Testing Stations (excluding drive-ins)
Germany,Hygiene,2020-05-04,2021-02-07,8068293,new_entry,original,,,2020-05-02,Provincial,
Germany,Hygiene,2020-05-09,2020-06-15,4583775,new_entry,original,,,2020-05-08,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-05-09,2020-06-15,9818249,new_entry,original,,,2020-05-08,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-05-09,2020-06-15,6750108,new_entry,original,,,2020-05-08,Provincial,
Germany,Hygiene,2020-05-09,2020-06-15,5902737,new_entry,original,,,2020-05-08,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-05-18,2020-06-01,5588278,new_entry,original,,,2020-05-14,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-05-30,2020-06-13,4000280,new_entry,original,,,2020-05-22,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-05-30,2020-06-13,3196650,new_entry,original,,,2020-05-29,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-06-08,2020-06-22,1422055,new_entry,original,,,2020-05-29,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-06-15,2020-06-29,9751362,new_entry,original,,,2020-06-15,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-06-19,2020-07-03,4917387,new_entry,original,,,2020-06-19,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-07-02,2020-07-16,4736594,new_entry,original,,,2020-07-02,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-07-06,2020-07-20,211287,new_entry,original,,,2020-07-06,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-07-24,2020-08-07,3690978,new_entry,original,,,2020-07-23,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-09-01,2020-09-15,766654,new_entry,original,,,2020-07-17,Provincial,Hygiene measures for commercial areas
Germany,Hygiene,2020-09-24,2020-10-08,6995549,new_entry,original,,,2020-09-23,Provincial,Hygiene measures for public areas
Germany,Hygiene,2020-10-02,2020-10-16,7080254,new_entry,original,,,2020-10-02,Provincial,Hygiene measures for public areas
Germany,Hygiene,2020-10-26,2020-12-22,3954450,new_entry,original,,,2020-10-21,Provincial,Hygiene measures for public areas
Germany,Hygiene,2020-11-12,2020-11-26,7592845,new_entry,original,,,2020-11-11,Provincial,Hygiene measures for public areas
Germany,Hygiene,2020-12-01,2020-12-15,2839960,new_entry,original,,,2020-12-01,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2020-12-01,2020-12-15,5862611,new_entry,original,,,2020-12-01,Provincial,Other Areas Hygiene Measures Applied
Germany,Hygiene,2021-01-22,2021-04-15,1576600,new_entry,original,,,2021-01-22,Provincial,
Germany,Internal Border Restrictions,2020-03-13,2020-04-30,2755211,new_entry,original,,,2020-03-13,Provincial,
Germany,Internal Border Restrictions,2020-03-16,2020-08-26,1934049,new_entry,original,,,2020-03-13,Provincial,
Germany,Internal Border Restrictions,2020-03-16,2020-05-11,9197942,new_entry,original,,,2020-03-16,Provincial,
Germany,Internal Border Restrictions,2020-03-17,2020-04-16,6999534,new_entry,original,,,2020-03-16,Provincial,
Germany,Internal Border Restrictions,2020-03-17,2020-05-25,6736701,update,original,End of Policy,Strengthening,2020-03-17,Provincial,
Germany,Internal Border Restrictions,2020-03-18,2020-04-19,6916018,new_entry,original,,,2020-03-17,Provincial,
Germany,Internal Border Restrictions,2020-03-31,2020-04-19,6406597,update,original,,,2020-03-31,Provincial,
Germany,Internal Border Restrictions,2020-04-03,2020-04-19,1433001,new_entry,original,,,2020-04-02,Provincial,
Germany,Internal Border Restrictions,2020-04-03,2020-07-31,2755211,update,original,Change of Policy,Strengthening,2020-04-02,Provincial,
Germany,Internal Border Restrictions,2020-04-19,2020-05-06,6999534,update,original,Change of Policy,Strengthening,2020-04-17,Provincial,
Germany,Internal Border Restrictions,2020-04-20,2020-05-03,6916018,update,original,Change of Policy,Strengthening,2020-04-18,Provincial,
Germany,Internal Border Restrictions,2020-04-20,2020-05-03,1433001,update,original,Change of Policy,Strengthening,2020-04-18,Provincial,
Germany,Internal Border Restrictions,2020-04-20,2020-05-03,1433001,update,original,Change of Policy,Strengthening,2020-04-18,Provincial,
Germany,Internal Border Restrictions,2020-05-04,2020-05-17,6916018,update,original,Change of Policy,Strengthening,2020-05-01,Provincial,
Germany,Internal Border Restrictions,2020-05-04,2020-05-17,1433001,update,original,Change of Policy,Strengthening,2020-05-01,Provincial,
Germany,Internal Border Restrictions,2020-05-04,2020-05-17,1433001,update,original,Change of Policy,Strengthening,2020-05-01,Provincial,
Germany,Internal Border Restrictions,2020-05-18,2020-06-01,1120243,new_entry,original,,,2020-05-18,Municipal,
Germany,Internal Border Restrictions,2020-06-26,2020-07-10,547464,new_entry,original,,,2020-06-25,Provincial,
Germany,Internal Border Restrictions,2020-12-16,2021-02-14,9459458,new_entry,original,,,2020-12-08,Provincial,
Germany,Internal Border Restrictions,2021-01-11,2021-03-10,5418353,new_entry,original,,,2021-01-08,Provincial,
Germany,Lockdown,2020-03-13,2020-04-19,8828521,new_entry,original,,,2020-03-13,Provincial,
Germany,Lockdown,2020-03-13,2020-04-19,3182911,new_entry,original,,,2020-03-13,Provincial,
Germany,Lockdown,2020-03-17,2020-04-18,7643479,new_entry,original,,,2020-03-16,Provincial,
Germany,Lockdown,2020-03-17,2020-06-15,8773839,new_entry,original,,,2020-03-16,Provincial,
Germany,Lockdown,2020-03-21,2020-04-03,697829,new_entry,original,,,2020-03-20,Provincial,
Germany,Lockdown,2020-03-21,2020-04-03,2701114,new_entry,original,,,2020-03-20,Provincial,
Germany,Lockdown,2020-03-23,2020-04-05,8561690,new_entry,original,,,2020-03-22,Provincial,
Germany,Lockdown,2020-03-23,2020-04-19,2877147,new_entry,original,,,2020-03-23,Provincial,
Germany,Lockdown,2020-03-23,2020-04-19,3880162,new_entry,original,,,2020-03-23,Provincial,
Germany,Lockdown,2020-03-23,2020-04-19,521444,new_entry,original,,,2020-03-23,Provincial,
Germany,Lockdown,2020-03-29,2020-06-15,8773839,update,original,Change of Policy,Strengthening,2020-03-28,Provincial,
Germany,Lockdown,2020-03-31,2020-05-18,3577106,update,original,End of Policy,,2020-03-30,Provincial,
Germany,Lockdown,2020-04-01,2020-04-19,697829,update,original,Change of Policy,Both Strengthening and Relaxing,2020-03-31,Provincial,
Germany,Lockdown,2020-04-01,2020-04-19,2701114,update,original,Change of Policy,Strengthening,2020-03-31,Provincial,
Germany,Lockdown,2020-04-10,2020-06-15,8773839,update,original,Change of Policy,Relaxing,2020-04-09,Provincial,
Germany,Lockdown,2020-04-19,2020-04-26,2877147,update,original,Change of Policy,Strengthening,2020-04-17,Provincial,
Germany,Lockdown,2020-04-20,2020-06-15,2232374,new_entry,original,,,2020-04-17,Provincial,
Germany,Lockdown,2020-04-20,2020-05-03,8561690,update,original,Change of Policy,Strengthening,2020-04-16,Provincial,
Germany,Lockdown,2020-04-20,2020-05-03,697829,update,original,Change of Policy,Both Strengthening and Relaxing,2020-04-16,Provincial,
Germany,Lockdown,2020-05-04,2020-05-10,697829,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-01,Provincial,
Germany,Lockdown,2020-05-04,2020-05-10,2701114,update,original,Change of Policy,Strengthening,2020-05-01,Provincial,
Germany,Lockdown,2020-05-09,2020-05-18,2925423,new_entry,original,,,2020-05-08,Municipal,
Germany,Lockdown,2020-05-09,2020-07-07,2925423,update,original,Change of Policy,Relaxing,2020-05-08,Municipal,
Germany,Lockdown,2020-05-09,2020-05-17,2701114,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-05,Provincial,
Germany,Lockdown,2020-05-18,2020-05-29,2701114,update,original,Change of Policy,Strengthening,2020-05-14,Provincial,
Germany,Lockdown,2020-05-30,2020-06-14,2701114,update,original,Change of Policy,Strengthening,2020-05-29,Provincial,
Germany,Lockdown,2020-06-15,2020-06-21,2701114,update,original,Change of Policy,Strengthening,2020-06-12,Provincial,
Germany,Lockdown,2020-06-22,2020-07-05,2701114,update,original,Change of Policy,Both Strengthening and Relaxing,2020-06-19,Provincial,
Germany,Lockdown,2020-06-23,2020-07-07,3557025,update,original,End of Policy,,2020-06-23,Municipal,
Germany,Lockdown,2020-06-29,2020-07-05,2347559,new_entry,original,,,2020-06-24,Provincial,
Germany,Lockdown,2020-07-01,2020-07-19,2347559,update,original,Change of Policy,Strengthening,2020-06-30,Provincial,
Germany,Lockdown,2020-07-15,2020-08-02,2347559,update,original,Change of Policy,Strengthening,2020-07-14,Provincial,
Germany,Lockdown,2020-07-16,2020-08-30,7204120,new_entry,original,,,2020-07-07,Provincial,
Germany,Lockdown,2020-07-29,2020-08-16,2347559,update,original,Change of Policy,Strengthening,2020-07-28,Provincial,
Germany,Lockdown,2020-08-15,2020-09-02,2347559,update,original,Change of Policy,Strengthening,2020-08-14,Provincial,
Germany,Lockdown,2020-08-30,2020-09-30,1504826,new_entry,original,,,2020-08-28,Provincial,
Germany,Lockdown,2020-08-30,2020-09-30,7204120,update,original,End of Policy,,2020-08-28,Provincial,
Germany,Lockdown,2020-09-02,2020-09-18,2347559,update,original,Change of Policy,Strengthening,2020-09-01,Provincial,
Germany,Lockdown,2020-09-19,2020-10-03,2347559,update,original,Change of Policy,Strengthening,2020-09-17,Provincial,
Germany,Lockdown,2020-09-30,2020-10-31,1504826,update,original,Change of Policy,Strengthening,2020-09-30,Provincial,
Germany,Lockdown,2020-10-02,2020-10-18,2347559,update,original,Change of Policy,Strengthening,2020-10-01,Provincial,
Germany,Lockdown,2020-10-17,2020-10-25,2347559,update,original,Change of Policy,Strengthening,2020-10-16,Provincial,
Germany,Lockdown,2020-10-23,2020-11-08,2347559,update,original,Change of Policy,Strengthening,2020-10-22,Provincial,
Germany,Lockdown,2020-11-02,2020-11-30,5375703,new_entry,original,,,2020-10-28,National,
Germany,Lockdown,2020-11-02,2020-12-15,7933105,new_entry,original,,,2020-10-29,Provincial,
Germany,Lockdown,2020-11-02,2020-12-15,1714643,new_entry,original,,,2020-11-02,Provincial,
Germany,Lockdown,2020-11-02,2020-11-30,2347559,update,original,Change of Policy,Strengthening,2020-10-30,Provincial,
Germany,Lockdown,2020-11-25,2020-12-13,9660283,new_entry,original,,,2020-11-23,Municipal,
Germany,Lockdown,2020-12-01,2020-12-20,4320223,new_entry,original,,,2020-11-30,Provincial,
Germany,Lockdown,2020-12-01,2020-12-20,2347559,update,original,Change of Policy,Strengthening,2020-11-30,Provincial,
Germany,Lockdown,2020-12-09,2021-01-05,9040246,new_entry,original,,,2020-12-08,Provincial,
Germany,Lockdown,2020-12-16,2021-01-10,7279270,new_entry,original,,,2020-12-13,Provincial,
Germany,Lockdown,2020-12-16,2021-02-07,3557843,new_entry,original,,,2020-12-15,Provincial,
Germany,Lockdown,2020-12-16,2021-01-31,6093392,new_entry,original,,,2020-12-16,Provincial,
Germany,Lockdown,2020-12-16,2021-01-10,9040246,update,original,Change of Policy,Strengthening,2020-12-15,Provincial,
Germany,Lockdown,2021-01-05,2021-03-07,7279270,update,original,End of Policy,,2020-12-13,Provincial,
Germany,Lockdown,2021-01-11,2021-01-31,9040246,update,original,Change of Policy,Strengthening,2021-01-08,Provincial,
Germany,Lockdown,2021-01-19,2021-02-14,6093392,update,original,Change of Policy,Strengthening,2020-12-16,Provincial,
Germany,Lockdown,2021-01-29,2021-02-14,9040246,update,original,Change of Policy,Strengthening,2021-01-28,Provincial,
Germany,Lockdown,2021-02-10,2021-03-07,6093392,update,original,Change of Policy,Strengthening,2020-12-16,Provincial,
Germany,Lockdown,2021-02-15,2021-03-07,9040246,update,original,Change of Policy,Strengthening,2021-02-12,Provincial,
Germany,Lockdown,2021-03-04,2021-03-28,6093392,update,original,Change of Policy,Strengthening,2020-12-16,Provincial,
Germany,Lockdown,2021-03-21,2021-04-18,6093392,update,original,Change of Policy,Strengthening,2020-12-16,Provincial,
Germany,Lockdown,2021-04-01,2021-04-05,1128641,new_entry,original,,,2021-03-23,Provincial,
Germany,Lockdown,2021-04-01,2021-04-05,764934,new_entry,original,,,2021-03-23,Provincial,
Germany,Lockdown,2021-04-01,2021-04-05,5089340,new_entry,original,,,2021-03-23,Provincial,
Germany,"New Task Force, Bureau or Administrative Configuration",2020-03-27,2020-04-10,2419495,new_entry,original,,,2020-03-26,Provincial,New Task Force or Bureau (i.e. establishment of a temporary body)
Germany,"New Task Force, Bureau or Administrative Configuration",2020-04-02,2020-04-30,5964560,update,original,End of Policy,,2020-04-02,Provincial,Existing government entity given new powers
Germany,"New Task Force, Bureau or Administrative Configuration",2020-04-02,2020-04-30,5964560,update,original,,,2020-04-02,Provincial,Existing government entity given new powers
Germany,"New Task Force, Bureau or Administrative Configuration",2020-04-08,2020-05-31,6793430,new_entry,original,,,2020-04-07,,Cooperation among different jurisdictional entities (e.g. treaties or agreements among countries or provinces)
Germany,"New Task Force, Bureau or Administrative Configuration",2020-04-08,2020-06-08,7844224,new_entry,original,,,2020-04-08,Provincial,New Task Force or Bureau (i.e. establishment of a temporary body)
Germany,"New Task Force, Bureau or Administrative Configuration",2020-06-30,2020-08-31,5964560,update,original,,,2020-06-30,Provincial,Existing government entity given new powers
Germany,"New Task Force, Bureau or Administrative Configuration",2020-12-04,2020-12-18,1988834,new_entry,original,,,2020-12-02,Provincial,New Task Force or Bureau (i.e. establishment of a temporary body)
Germany,"New Task Force, Bureau or Administrative Configuration",2020-12-21,2021-01-04,773761,new_entry,original,,,2020-12-21,Provincial,New Task Force or Bureau (i.e. establishment of a temporary body)
Germany,Other Policy Not Listed Above,2020-03-10,2020-04-07,4217134,new_entry,original,,,2020-03-10,National,
Germany,Other Policy Not Listed Above,2020-03-18,2020-04-19,248287,new_entry,original,,,2020-03-17,Provincial,
Germany,Other Policy Not Listed Above,2020-04-03,2020-04-19,248287,update,original,Change of Policy,Both Strengthening and Relaxing,2020-04-02,Provincial,
Germany,Other Policy Not Listed Above,2020-04-20,2020-05-03,248287,update,original,Change of Policy,Strengthening,2020-04-18,Provincial,
Germany,Other Policy Not Listed Above,2020-04-20,2020-05-04,4217134,update,original,Change of Policy,,2020-04-20,National,
Germany,Other Policy Not Listed Above,2020-04-21,2021-03-31,880346,new_entry,original,,,2020-04-21,National,
Germany,Other Policy Not Listed Above,2020-05-04,2020-05-17,7472784,new_entry,original,,,2020-05-01,Provincial,
Germany,Other Policy Not Listed Above,2020-05-18,2020-06-07,7138866,new_entry,original,,,2020-05-16,Provincial,
Germany,Other Policy Not Listed Above,2020-05-18,2020-09-01,7138866,update,original,Change of Policy,Strengthening,2020-05-16,Provincial,
Germany,Other Policy Not Listed Above,2020-05-18,2020-09-01,7138866,update,original,Change of Policy,Strengthening,2020-05-16,Provincial,
Germany,Other Policy Not Listed Above,2020-06-08,2020-06-28,7138866,update,original,Change of Policy,Strengthening,2020-06-05,Provincial,
Germany,Other Policy Not Listed Above,2020-06-09,2023-01-01,1429889,new_entry,original,,,2020-06-09,Provincial,
Germany,Other Policy Not Listed Above,2020-06-29,2020-08-09,7138866,update,original,Change of Policy,Strengthening,2020-06-26,Provincial,
