policy_id,entry_type,correct_type,update_type,update_level,date_announced,date_start,date_end,country,init_country_level,type,type_sub_cat
8832913,new_entry,original,,,2020-03-01,2020-03-01,2020-03-14,France,Municipal,Restrictions of Mass Gatherings,
8832913,update,original,,,2020-03-04,2020-03-04,2020-03-14,France,Municipal,Restrictions of Mass Gatherings,
854407,update,original,Change of Policy,Strengthening,2020-03-04,2020-03-04,2020-03-31,France,National,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
8832913,update,original,,,2020-03-05,2020-03-05,2020-03-14,France,Municipal,Restrictions of Mass Gatherings,
8316983,new_entry,original,,,2020-03-08,2020-03-09,2020-03-22,France,Provincial,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
8160794,new_entry,original,,,2020-03-09,2020-03-09,2020-04-15,France,National,Restrictions of Mass Gatherings,
745419,new_entry,original,,,2020-03-06,2020-03-09,2020-03-22,France,National,Restrictions of Mass Gatherings,
5260883,update,original,Change of Policy,Strengthening,2020-03-08,2020-03-09,2020-05-11,France,Provincial,Restrictions of Mass Gatherings,
8160794,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-13,2020-04-15,France,National,Restrictions of Mass Gatherings,
2538562,new_entry,original,,,2020-03-16,2020-03-16,2020-04-15,France,Provincial,Restrictions of Mass Gatherings,Attendance at religious services restricted (e.g. mosque/church closings)
2538562,update,original,Change of Policy,Strengthening,2020-03-16,2020-03-16,2020-05-11,France,Provincial,Restrictions of Mass Gatherings,Attendance at religious services restricted (e.g. mosque/church closings)
8160794,update,original,Change of Policy,Strengthening,2020-04-14,2020-04-16,2020-05-11,France,National,Restrictions of Mass Gatherings,
1903407,new_entry,original,,,2020-04-28,2020-04-28,2020-08-31,France,National,Restrictions of Mass Gatherings,
8160794,update,original,Change of Policy,Strengthening,2020-04-28,2020-04-28,2020-05-11,France,National,Restrictions of Mass Gatherings,
3767706,new_entry,original,,,2020-05-04,2020-05-04,2020-05-05,France,Municipal,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
6253931,update,original,Change of Policy,Strengthening,2020-04-28,2020-05-11,2020-06-02,France,National,Restrictions of Mass Gatherings,
8160794,update,original,Change of Policy,Strengthening,2020-04-28,2020-05-12,2020-06-02,France,National,Restrictions of Mass Gatherings,
7357945,new_entry,original,,,2020-05-13,2020-05-13,2020-06-02,France,National,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
7357945,update,original,Change of Policy,Strengthening,2020-05-28,2020-06-03,2020-06-21,France,National,Restrictions of Mass Gatherings,Other mass gatherings not specified above restricted
831624,new_entry,original,,,2020-07-01,2020-06-22,2020-08-31,France,Provincial,Restrictions of Mass Gatherings,Postponement of a recreational or commercial event
1903407,update,original,Change of Policy,Strengthening,2020-08-11,2020-09-01,2020-10-30,France,National,Restrictions of Mass Gatherings,
9720762,new_entry,original,,,2020-10-05,2020-10-06,2020-10-19,France,Provincial,Restrictions of Mass Gatherings,Postponement of a recreational or commercial event
5707126,new_entry,original,,,2020-03-16,2020-03-16,2020-03-17,France,National,Social Distancing,Restrictions on ridership of subways and trams
5707126,new_entry,original,,,2020-03-16,2020-03-16,2020-03-17,France,National,Social Distancing,Restrictions on ridership of trains
5707126,new_entry,original,,,2020-03-16,2020-03-16,2020-03-17,France,National,Social Distancing,Restrictions on ridership of buses
6151242,update,original,End of Policy,,2020-04-06,2020-04-08,2020-04-09,France,Municipal,Social Distancing,Wearing Masks in all public spaces/everywhere
3848730Ma,new_entry,original,,,2020-04-28,2020-05-11,2020-06-02,France,National,Social Distancing,Wearing Masks inside Retail Businesses
3848730Ma,new_entry,original,,,2020-04-28,2020-05-11,2020-06-02,France,National,Social Distancing,Wearing Masks inside Shopping Centers
3491246Ma,new_entry,original,,,2020-04-28,2020-05-11,2020-06-02,France,National,Social Distancing,Wearing Masks inside Retail Businesses
3491246Ma,new_entry,original,,,2020-04-28,2020-05-11,2020-06-02,France,National,Social Distancing,Wearing Masks inside Shopping Centers
5333577,new_entry,original,,,2020-05-22,2020-05-22,2020-06-01,France,Municipal,Social Distancing,Other Mask Wearing Policy
3466106,new_entry,original,,,2020-07-30,2020-08-05,2020-09-15,France,Municipal,Social Distancing,Other Mask Wearing Policy
6140005Di,new_entry,original,,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Other public facilities
6140005Ma,new_entry,original,,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Wearing Masks inside Other public facilities
645437Di,new_entry,original,,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Beaches
9890111Di,new_entry,original,,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Parks
4325746Di,update,original,End of Policy,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Keeping a distance of at least 6 feet or 1.5 meters apart at Campsites
4244283Ma,update,original,End of Policy,,2020-10-29,2020-10-30,2020-12-01,France,National,Social Distancing,Wearing Masks inside Public museums/galleries
8546355,new_entry,original,,,2020-03-11,2020-03-11,2020-03-25,Germany,Municipal,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6446489,new_entry,original,,,2020-03-13,2020-03-13,2020-04-20,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6446489,update,original,,,2020-03-13,2020-03-13,2020-04-20,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2330531,new_entry,original,,,2020-03-14,2020-03-14,2020-04-29,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1266104,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-14,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1266104,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-14,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1266104,update,original,Change of Policy,Strengthening,2020-03-13,2020-03-14,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2566635,new_entry,original,,,2020-03-17,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2566635,new_entry,original,,,2020-03-17,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
658999,new_entry,original,,,2020-03-13,2020-03-16,2020-03-29,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
658999,new_entry,original,,,2020-03-13,2020-03-16,2020-03-29,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6304199,new_entry,original,,,2020-03-13,2020-03-16,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6304199,new_entry,original,,,2020-03-13,2020-03-16,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6304199,new_entry,original,,,2020-03-13,2020-03-16,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6304199,new_entry,original,,,2020-03-13,2020-03-16,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
3574277,new_entry,original,,,2020-03-13,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5782815,new_entry,original,,,2020-03-16,2020-03-16,2020-03-17,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
3094094,new_entry,original,,,2020-03-14,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
3094094,new_entry,original,,,2020-03-14,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
3094094,new_entry,original,,,2020-03-14,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
3094094,new_entry,original,,,2020-03-14,2020-03-16,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2566635,update,original,Change of Policy,Strengthening,2020-03-17,2020-03-16,2020-05-06,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2566635,update,original,Change of Policy,Strengthening,2020-03-17,2020-03-16,2020-05-06,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5793020,update,original,End of Policy,,2020-03-13,2020-03-16,2020-06-22,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5793020,update,original,End of Policy,,2020-03-13,2020-03-16,2020-06-22,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
3573968,new_entry,original,,,2020-03-14,2020-03-17,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1223207,update,original,,,2020-03-14,2020-03-17,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1223207,update,original,,,2020-03-14,2020-03-17,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1223207,update,original,,,2020-03-14,2020-03-17,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1223207,update,original,,,2020-03-14,2020-03-17,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8743941,new_entry,original,,,2020-03-13,2020-03-18,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8743941,new_entry,original,,,2020-03-13,2020-03-18,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8743941,new_entry,original,,,2020-03-13,2020-03-18,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8743941,new_entry,original,,,2020-03-13,2020-03-18,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5391708,new_entry,original,,,2020-03-17,2020-03-18,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5391708,new_entry,original,,,2020-03-17,2020-03-18,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5391708,new_entry,original,,,2020-03-17,2020-03-18,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2561725,new_entry,original,,,2020-03-17,2020-03-18,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
658999,update,original,,Strengthening,2020-03-19,2020-03-19,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
658999,update,original,,Strengthening,2020-03-19,2020-03-19,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
658999,update,original,,Strengthening,2020-03-19,2020-03-19,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2561725,update,original,Change of Policy,Strengthening,2020-03-31,2020-04-01,2020-04-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
9668461,update,original,Change of Policy,Strengthening,2020-03-16,2020-04-03,2020-05-04,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2899131,new_entry,original,,,2020-03-13,2020-04-13,2020-04-16,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4681604,new_entry,original,,,2020-04-16,2020-04-16,2020-04-17,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4324965,update,original,,Strengthening,2020-04-16,2020-04-16,2020-04-27,Germany,,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4324965,update,original,,Strengthening,2020-04-16,2020-04-16,2020-05-04,Germany,,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4324965,update,original,,Strengthening,2020-04-16,2020-04-16,2020-05-04,Germany,,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4324965,update,original,,Both Strengthening and Relaxing,2020-04-16,2020-04-16,2020-04-26,Germany,,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
254979,new_entry,original,,,2020-04-16,2020-04-19,2020-07-31,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2094028,new_entry,original,,,2020-04-17,2020-04-20,2020-04-28,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2094028,new_entry,original,,,2020-04-17,2020-04-20,2020-04-28,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8856112,new_entry,original,,,2020-04-15,2020-04-20,2020-08-11,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4323992,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
4323992,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4323992,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4323992,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8399917,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8399917,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8399917,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5528024,new_entry,original,,,2020-04-17,2020-04-20,2020-04-28,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4521889,new_entry,original,,,2020-04-17,2020-04-20,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1317927,new_entry,original,,,2020-04-15,2020-04-20,2020-08-16,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6771491,new_entry,original,,,2020-04-16,2020-04-20,2020-06-21,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8905748,update,original,Change of Policy,Strengthening,2020-04-17,2020-04-20,2020-05-06,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7355348,new_entry,original,,,2020-04-21,2020-04-22,2020-05-10,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
590144,new_entry,original,,,2020-05-08,2020-04-24,2020-05-10,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
590144,update,original,Change of Policy,Strengthening,2020-05-19,2020-04-24,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2330531,update,original,End of Policy,,2020-04-17,2020-04-27,2020-05-04,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9568821,new_entry,original,,,2020-12-28,2020-04-29,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6589925,new_entry,original,,,2020-04-28,2020-04-29,2020-06-01,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2094028,update,original,Change of Policy,Strengthening,2020-04-17,2020-04-29,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2094028,update,original,Change of Policy,Strengthening,2020-04-17,2020-04-29,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5528024,update,original,End of Policy,,2020-04-17,2020-04-29,2020-05-05,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4811900,new_entry,original,,,2020-04-15,2020-05-04,2020-08-26,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1266315,new_entry,original,,,2020-05-03,2020-05-04,2020-08-07,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1114456,new_entry,original,,,2020-04-23,2020-05-04,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6207286,new_entry,original,,,2020-05-06,2020-05-06,2020-05-12,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
2631265,new_entry,original,,,2020-05-06,2020-05-06,2020-05-11,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2631265,new_entry,original,,,2020-05-06,2020-05-06,2020-05-11,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2631265,new_entry,original,,,2020-05-06,2020-05-06,2020-05-11,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1702655,new_entry,original,,,2020-05-05,2020-05-06,2020-05-31,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
6695725,update,original,Change of Policy,Strengthening,2020-04-29,2020-05-06,2020-05-19,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6695725,update,original,Change of Policy,Strengthening,2020-04-29,2020-05-06,2020-05-19,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2094028,update,original,End of Policy,Strengthening,2020-04-17,2020-05-06,2020-05-13,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2094028,update,original,End of Policy,Strengthening,2020-04-17,2020-05-06,2020-05-13,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
9568821,update,original,Change of Policy,Strengthening,2020-12-28,2020-05-06,2020-05-19,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8905748,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-05,2020-05-06,2020-05-31,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8399917,update,original,End of Policy,,2020-04-17,2020-05-06,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8399917,update,original,End of Policy,,2020-04-17,2020-05-06,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8399917,update,original,End of Policy,,2020-04-17,2020-05-06,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4531809,update,original,End of Policy,,2020-05-06,2020-05-06,2020-08-16,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4531809,update,original,End of Policy,,2020-05-06,2020-05-06,2020-08-16,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4531809,update,original,End of Policy,,2020-05-06,2020-05-06,2020-08-16,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8084229,new_entry,original,,,2020-05-07,2020-05-11,2020-08-07,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
8084229,new_entry,original,,,2020-05-07,2020-05-11,2020-08-07,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7851750,new_entry,original,,,2020-05-08,2020-05-11,2020-05-24,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
6088737,update,original,Change of Policy,Relaxing,2020-05-08,2020-05-11,2020-06-01,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6088737,update,original,Change of Policy,Relaxing,2020-05-08,2020-05-11,2020-06-01,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8905748,update,original,Change of Policy,Relaxing,2020-05-12,2020-05-13,2020-05-31,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
9568821,update,original,End of Policy,Strengthening,2020-12-28,2020-05-20,2020-08-10,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4086848,new_entry,original,,,2020-05-06,2020-05-25,2020-08-05,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
4086848,new_entry,original,,,2020-05-06,2020-05-25,2020-08-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
7016821,new_entry,original,,,2020-05-19,2020-05-25,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
8905748,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-26,2020-05-27,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1702655,update,original,Change of Policy,Strengthening,2020-05-26,2020-05-27,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1096932,update,original,Change of Policy,Relaxing,2020-05-26,2020-05-27,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1096932,update,original,Change of Policy,Relaxing,2020-05-26,2020-05-27,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
6088737,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-28,2020-06-01,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6088737,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-28,2020-06-01,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
487108,new_entry,original,,,2020-06-02,2020-06-02,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
487108,new_entry,original,,,2020-06-02,2020-06-02,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
487108,new_entry,original,,,2020-06-02,2020-06-02,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
487108,new_entry,original,,,2020-06-02,2020-06-02,2020-06-14,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
1096932,update,original,Change of Policy,Strengthening,2020-06-09,2020-06-10,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1096932,update,original,Change of Policy,Strengthening,2020-06-09,2020-06-10,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
2355927,new_entry,original,,,2020-06-12,2020-06-15,2020-06-21,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2355927,new_entry,original,,,2020-06-12,2020-06-15,2020-06-21,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8768881,new_entry,original,,,2020-06-09,2020-06-15,2020-06-22,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7834928,new_entry,original,,,2020-06-09,2020-06-15,2020-06-21,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
590144,update,original,Change of Policy,Strengthening,2020-05-29,2020-06-15,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
7016821,update,original,Change of Policy,Both Strengthening and Relaxing,2020-05-29,2020-06-15,2020-06-30,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
5598446,update,original,Change of Policy,Both Strengthening and Relaxing,2020-06-12,2020-06-15,2020-06-21,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
4592502,new_entry,original,,,2020-06-16,2020-06-22,2020-06-25,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1716353,new_entry,original,,,2020-06-16,2020-06-22,2020-07-07,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
1716353,new_entry,original,,,2020-06-16,2020-06-22,2020-07-07,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
1716353,new_entry,original,,,2020-06-16,2020-06-22,2020-07-07,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
1716353,new_entry,original,,,2020-06-16,2020-06-22,2020-07-07,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
8710438,new_entry,original,,,2020-06-16,2020-06-22,2020-06-25,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
6119050,new_entry,original,,,2020-06-09,2020-06-22,2020-12-15,Germany,Provincial,Closure and Regulation of Schools,Preschool or childcare facilities (generally for children ages 5 and below)
2355927,update,original,Change of Policy,Strengthening,2020-06-19,2020-06-22,2020-07-05,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
2355927,update,original,Change of Policy,Strengthening,2020-06-19,2020-06-22,2020-07-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
5598446,update,original,Change of Policy,Strengthening,2020-06-19,2020-06-22,2020-07-05,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
850336,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-09-01,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
850336,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-09-01,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
850336,update,original,Change of Policy,Strengthening,2020-06-23,2020-06-23,2020-09-01,Germany,Provincial,Closure and Regulation of Schools,Higher education institutions (i.e. degree granting institutions)
5100538,new_entry,original,,,2020-06-18,2020-06-25,2020-08-05,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
5100538,new_entry,original,,,2020-06-18,2020-06-25,2020-08-05,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
4592502,update,original,End of Policy,,2020-06-16,2020-06-26,2020-08-10,Germany,Provincial,Closure and Regulation of Schools,Secondary Schools (generally for children ages 10 to 18)
8710438,update,original,End of Policy,,2020-06-16,2020-06-26,2020-08-10,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
7683610,new_entry,original,,,2020-06-16,2020-06-29,2020-07-01,Germany,Provincial,Closure and Regulation of Schools,Primary Schools (generally for children ages 10 and below)
