Record,Method,Dataset,Task,Insight,MSP,completionID,Timer,Duration (in seconds),LikertValue,LikertScale
35,Coreflow,Career,Anomaly detection,Insight2,0,774065,159.101,2487,Disagree,2
35,SeqSynopsis,Career,Anomaly detection,Insight2,0,774065,133.617,2487,Disagree,2
35,Coreflow,Career,Anomaly detection,Insight3,0,774065,28.837,2487,Disagree,2
35,SeqSynopsis,Career,Anomaly detection,Insight3,0,774065,117.182,2487,Disagree,2
36,Coreflow,Career,Anomaly detection,Insight1,1,395949,64.481,454,Disagree,2
36,SeqSynopsis,Career,Anomaly detection,Insight2,1,395949,37.23,454,Disagree,2
36,Coreflow,Career,Anomaly detection,Insight3,1,395949,11.727,454,Disagree,2
36,Sententree,Career,Anomaly detection,Insight3,1,395949,11.547,454,Disagree,2
38,Sententree,Career,Anomaly detection,Insight2,1,738856,24.833,496,Disagree,2
38,SeqSynopsis,Career,Anomaly detection,Insight2,1,738856,22.825,496,Disagree,2
38,SeqSynopsis,Career,Anomaly detection,Insight3,1,738856,25.221,496,Disagree,2
39,Sententree,Career,Anomaly detection,Insight2,1,496129,30.788,783,Disagree,2
39,Coreflow,Career,Anomaly detection,Insight3,1,496129,31.758,783,Disagree,2
39,Sententree,Career,Anomaly detection,Insight3,1,496129,15.489,783,Disagree,2
40,Sententree,Career,Anomaly detection,Insight2,1,698245,140.237,2429,Disagree,2
40,Coreflow,Career,Anomaly detection,Insight3,1,698245,46.385,2429,Disagree,2
41,Coreflow,Career,Anomaly detection,Insight1,2,813543,60.941,360,Disagree,2
42,Coreflow,Career,Anomaly detection,Insight2,2,143147,24.808,419,Disagree,2
42,Sententree,Career,Anomaly detection,Insight2,2,143147,13.583,419,Disagree,2
42,SeqSynopsis,Career,Anomaly detection,Insight2,2,143147,28.616,419,Disagree,2
42,Sententree,Career,Anomaly detection,Insight3,2,143147,11.914,419,Disagree,2
43,Sententree,Career,Anomaly detection,Insight2,2,167528,11.376,1391,Disagree,2
43,SeqSynopsis,Career,Anomaly detection,Insight2,2,167528,65.708,1391,Disagree,2
43,Sententree,Career,Anomaly detection,Insight3,2,167528,12.928,1391,Disagree,2
44,Coreflow,Career,Anomaly detection,Insight1,2,138634,23.061,951,Disagree,2
44,Coreflow,Career,Anomaly detection,Insight2,2,138634,87.224,951,Disagree,2
44,Sententree,Career,Anomaly detection,Insight2,2,138634,31.284,951,Disagree,2
44,SeqSynopsis,Career,Anomaly detection,Insight2,2,138634,77.334,951,Disagree,2
44,Coreflow,Career,Anomaly detection,Insight3,2,138634,99.285,951,Disagree,2
46,Sententree,Career,Anomaly detection,Insight3,3,492560,10.794,428,Disagree,2
49,SeqSynopsis,Career,Anomaly detection,Insight1,3,593548,15.402,883,Disagree,2
49,Sententree,Career,Anomaly detection,Insight2,3,593548,46.351,883,Disagree,2
50,Coreflow,Career,Anomaly detection,Insight1,3,998325,48.531,1295,Disagree,2
50,Sententree,Career,Anomaly detection,Insight1,3,998325,19.933,1295,Disagree,2
50,SeqSynopsis,Career,Anomaly detection,Insight1,3,998325,44.125,1295,Disagree,2
50,Coreflow,Career,Anomaly detection,Insight2,3,998325,50.408,1295,Disagree,2
50,Sententree,Career,Anomaly detection,Insight2,3,998325,29.262,1295,Disagree,2
50,SeqSynopsis,Career,Anomaly detection,Insight2,3,998325,63.636,1295,Disagree,2
50,Coreflow,Career,Anomaly detection,Insight3,3,998325,13.641,1295,Disagree,2
50,Sententree,Career,Anomaly detection,Insight3,3,998325,22.453,1295,Disagree,2
50,SeqSynopsis,Career,Anomaly detection,Insight3,3,998325,54.104,1295,Disagree,2
51,Sententree,Career,Anomaly detection,Insight1,4,137584,53.788,481,Disagree,2
53,Coreflow,Career,Anomaly detection,Insight1,4,702151,66.215,489,Disagree,2
53,Coreflow,Career,Anomaly detection,Insight2,4,702151,29.301,489,Disagree,2
53,Sententree,Career,Anomaly detection,Insight2,4,702151,10.958,489,Disagree,2
53,Sententree,Career,Anomaly detection,Insight3,4,702151,12.211,489,Disagree,2
55,SeqSynopsis,Career,Anomaly detection,Insight2,4,301828,75.284,1100,Disagree,2
56,Sententree,Career,Anomaly detection,Insight2,5,177991,40.361,915,Disagree,2
56,Coreflow,Career,Anomaly detection,Insight3,5,177991,12.755,915,Disagree,2
57,Coreflow,Career,Anomaly detection,Insight2,5,966058,102.547,1026,Disagree,2
57,Sententree,Career,Anomaly detection,Insight2,5,966058,55.223,1026,Disagree,2
57,Sententree,Career,Anomaly detection,Insight3,5,966058,38.716,1026,Disagree,2
59,Coreflow,Career,Anomaly detection,Insight2,5,101043,53.842,1896,Disagree,2
59,Coreflow,Career,Anomaly detection,Insight3,5,101043,21.799,1896,Disagree,2
60,Sententree,Career,Anomaly detection,Insight1,5,932934,15.789,43209,Disagree,2
60,Coreflow,Career,Anomaly detection,Insight2,5,932934,15.806,43209,Disagree,2
60,Sententree,Career,Anomaly detection,Insight2,5,932934,13.261,43209,Disagree,2
60,SeqSynopsis,Career,Anomaly detection,Insight2,5,932934,52.993,43209,Disagree,2
60,Coreflow,Career,Anomaly detection,Insight3,5,932934,12.173,43209,Disagree,2
60,Sententree,Career,Anomaly detection,Insight3,5,932934,12.408,43209,Disagree,2
61,Sententree,Emergency,Common pattern,Insight3,0,748611,343.664,1777,Disagree,2
63,Sententree,Emergency,Common pattern,Insight2,0,124322,421.31,6092,Disagree,2
63,Sententree,Emergency,Common pattern,Insight3,0,124322,34.67,6092,Disagree,2
64,Coreflow,Emergency,Common pattern,Insight3,0,345699,15.501,664,Disagree,2
65,SeqSynopsis,Emergency,Common pattern,Insight3,0,386402,173.19,1867,Disagree,2
66,Coreflow,Emergency,Common pattern,Insight3,1,747614,62.519,839,Disagree,2
67,Coreflow,Emergency,Common pattern,Insight3,1,356752,13.947,431,Disagree,2
68,Coreflow,Emergency,Common pattern,Insight3,1,571834,16.488,418,Disagree,2
70,Coreflow,Emergency,Common pattern,Insight2,1,116126,29.891,1854,Disagree,2
70,Sententree,Emergency,Common pattern,Insight2,1,116126,29.901,1854,Disagree,2
70,Coreflow,Emergency,Common pattern,Insight3,1,116126,26.613,1854,Disagree,2
70,Sententree,Emergency,Common pattern,Insight3,1,116126,44.103,1854,Disagree,2
70,SeqSynopsis,Emergency,Common pattern,Insight3,1,116126,88.852,1854,Disagree,2
72,SeqSynopsis,Emergency,Common pattern,Insight2,2,475999,22.571,897,Disagree,2
72,Coreflow,Emergency,Common pattern,Insight3,2,475999,12.184,897,Disagree,2
72,Sententree,Emergency,Common pattern,Insight3,2,475999,49.449,897,Disagree,2
73,Sententree,Emergency,Common pattern,Insight2,2,183483,22.418,528,Disagree,2
73,Coreflow,Emergency,Common pattern,Insight3,2,183483,14.065,528,Disagree,2
75,Coreflow,Emergency,Common pattern,Insight3,2,105647,77.892,2429,Disagree,2
75,SeqSynopsis,Emergency,Common pattern,Insight3,2,105647,250.434,2429,Disagree,2
80,Coreflow,Emergency,Common pattern,Insight2,3,315142,86.803,1289,Disagree,2
80,Sententree,Emergency,Common pattern,Insight3,3,315142,52.089,1289,Disagree,2
81,SeqSynopsis,Emergency,Common pattern,Insight1,4,611263,38.111,556,Disagree,2
81,SeqSynopsis,Emergency,Common pattern,Insight2,4,611263,19.049,556,Disagree,2
81,SeqSynopsis,Emergency,Common pattern,Insight3,4,611263,42.711,556,Disagree,2
82,Coreflow,Emergency,Common pattern,Insight3,4,107733,22.341,544,Disagree,2
84,SeqSynopsis,Emergency,Common pattern,Insight2,4,931350,43.696,4696,Disagree,2
84,Coreflow,Emergency,Common pattern,Insight3,4,931350,39.107,4696,Disagree,2
84,Sententree,Emergency,Common pattern,Insight3,4,931350,11.026,4696,Disagree,2
84,SeqSynopsis,Emergency,Common pattern,Insight3,4,931350,67.057,4696,Disagree,2
85,SeqSynopsis,Emergency,Common pattern,Insight2,4,383569,25.013,1201,Disagree,2
85,SeqSynopsis,Emergency,Common pattern,Insight3,4,383569,45.173,1201,Disagree,2
91,SeqSynopsis,Trauma,Anomaly detection,Insight3,0,691245,10.988,386,Disagree,2
93,Coreflow,Trauma,Anomaly detection,Insight3,0,273883,47.129,1627,Disagree,2
93,Sententree,Trauma,Anomaly detection,Insight3,0,273883,20.659,1627,Disagree,2
93,SeqSynopsis,Trauma,Anomaly detection,Insight3,0,273883,63.209,1627,Disagree,2
94,Sententree,Trauma,Anomaly detection,Insight1,0,601966,71.829,830,Disagree,2
94,Sententree,Trauma,Anomaly detection,Insight3,0,601966,81.619,830,Disagree,2
94,SeqSynopsis,Trauma,Anomaly detection,Insight1,0,601966,59.998,830,Disagree,2
95,SeqSynopsis,Trauma,Anomaly detection,Insight1,0,825534,79.999,2773,Disagree,2
95,Sententree,Trauma,Anomaly detection,Insight3,0,825534,42.525,2773,Disagree,2
95,SeqSynopsis,Trauma,Anomaly detection,Insight3,0,825534,19.513,2773,Disagree,2
96,Coreflow,Trauma,Anomaly detection,Insight1,1,771907,26.639,819,Disagree,2
96,Sententree,Trauma,Anomaly detection,Insight2,1,771907,76.298,819,Disagree,2
96,SeqSynopsis,Trauma,Anomaly detection,Insight2,1,771907,30.187,819,Disagree,2
96,Sententree,Trauma,Anomaly detection,Insight3,1,771907,24.4,819,Disagree,2
96,SeqSynopsis,Trauma,Anomaly detection,Insight3,1,771907,18.486,819,Disagree,2
98,Coreflow,Trauma,Anomaly detection,Insight1,1,842739,59.5,579,Disagree,2
98,Sententree,Trauma,Anomaly detection,Insight3,1,842739,30.065,579,Disagree,2
100,Coreflow,Trauma,Anomaly detection,Insight1,1,241193,49.104,2042,Disagree,2
100,SeqSynopsis,Trauma,Anomaly detection,Insight1,1,241193,146.549,2042,Disagree,2
100,SeqSynopsis,Trauma,Anomaly detection,Insight2,1,241193,48.711,2042,Disagree,2
100,Coreflow,Trauma,Anomaly detection,Insight3,1,241193,16.775,2042,Disagree,2
100,SeqSynopsis,Trauma,Anomaly detection,Insight3,1,241193,49.656,2042,Disagree,2
101,Coreflow,Trauma,Anomaly detection,Insight1,2,592701,33.27,618,Disagree,2
101,Sententree,Trauma,Anomaly detection,Insight1,2,592701,27.214,618,Disagree,2
101,SeqSynopsis,Trauma,Anomaly detection,Insight1,2,592701,139.527,618,Disagree,2
101,Coreflow,Trauma,Anomaly detection,Insight3,2,592701,10.893,618,Disagree,2
101,Sententree,Trauma,Anomaly detection,Insight3,2,592701,10.682,618,Disagree,2
101,SeqSynopsis,Trauma,Anomaly detection,Insight3,2,592701,25.583,618,Disagree,2
102,Sententree,Trauma,Anomaly detection,Insight2,2,311949,135.523,1088,Disagree,2
103,Coreflow,Trauma,Anomaly detection,Insight1,2,209726,53.054,348,Disagree,2
103,Coreflow,Trauma,Anomaly detection,Insight2,2,209726,11.176,348,Disagree,2
103,Coreflow,Trauma,Anomaly detection,Insight3,2,209726,12.524,348,Disagree,2
103,SeqSynopsis,Trauma,Anomaly detection,Insight3,2,209726,15.098,348,Disagree,2
104,Sententree,Trauma,Anomaly detection,Insight2,2,837994,11.121,517,Disagree,2
104,SeqSynopsis,Trauma,Anomaly detection,Insight3,2,837994,26.242,517,Disagree,2
106,Coreflow,Trauma,Anomaly detection,Insight1,3,147010,25.909,509,Disagree,2
106,SeqSynopsis,Trauma,Anomaly detection,Insight1,3,147010,124.155,509,Disagree,2
106,Coreflow,Trauma,Anomaly detection,Insight2,3,147010,13.38,509,Disagree,2
106,Coreflow,Trauma,Anomaly detection,Insight3,3,147010,12.413,509,Disagree,2
107,Sententree,Trauma,Anomaly detection,Insight1,3,349052,109.505,783,Disagree,2
107,SeqSynopsis,Trauma,Anomaly detection,Insight1,3,349052,111.458,783,Disagree,2
107,Sententree,Trauma,Anomaly detection,Insight2,3,349052,35.306,783,Disagree,2
108,Coreflow,Trauma,Anomaly detection,Insight1,3,379039,30.001,795,Disagree,2
108,SeqSynopsis,Trauma,Anomaly detection,Insight1,3,379039,110.473,795,Disagree,2
108,Coreflow,Trauma,Anomaly detection,Insight2,3,379039,34.554,795,Disagree,2
109,Coreflow,Trauma,Anomaly detection,Insight1,3,821047,50.826,453,Disagree,2
109,Sententree,Trauma,Anomaly detection,Insight1,3,821047,12.307,453,Disagree,2
109,SeqSynopsis,Trauma,Anomaly detection,Insight1,3,821047,60.58,453,Disagree,2
109,Sententree,Trauma,Anomaly detection,Insight2,3,821047,11.557,453,Disagree,2
109,Sententree,Trauma,Anomaly detection,Insight3,3,821047,11.691,453,Disagree,2
109,SeqSynopsis,Trauma,Anomaly detection,Insight3,3,821047,17.262,453,Disagree,2
110,Coreflow,Trauma,Anomaly detection,Insight1,3,522363,20.355,644,Disagree,2
110,SeqSynopsis,Trauma,Anomaly detection,Insight2,3,522363,12.714,644,Disagree,2
110,Sententree,Trauma,Anomaly detection,Insight3,3,522363,19.006,644,Disagree,2
110,SeqSynopsis,Trauma,Anomaly detection,Insight3,3,522363,11.977,644,Disagree,2
112,SeqSynopsis,Trauma,Anomaly detection,Insight1,4,220035,62.257,575,Disagree,2
112,SeqSynopsis,Trauma,Anomaly detection,Insight2,4,220035,21.298,575,Disagree,2
113,Sententree,Trauma,Anomaly detection,Insight2,4,749215,14.633,1448,Disagree,2
113,Coreflow,Trauma,Anomaly detection,Insight3,4,749215,159.993,1448,Disagree,2
114,Coreflow,Trauma,Anomaly detection,Insight1,4,117113,15.483,527,Disagree,2
114,SeqSynopsis,Trauma,Anomaly detection,Insight1,4,117113,37.419,527,Disagree,2
114,Coreflow,Trauma,Anomaly detection,Insight3,4,117113,11.133,527,Disagree,2
114,Sententree,Trauma,Anomaly detection,Insight3,4,117113,26.437,527,Disagree,2
115,Coreflow,Trauma,Anomaly detection,Insight3,4,324067,10.576,1437,Disagree,2
115,Sententree,Trauma,Anomaly detection,Insight3,4,324067,10.754,1437,Disagree,2
115,SeqSynopsis,Trauma,Anomaly detection,Insight3,4,324067,77.855,1437,Disagree,2
116,Sententree,Trauma,Anomaly detection,Insight2,5,448071,15.867,520,Disagree,2
117,Coreflow,Trauma,Anomaly detection,Insight1,5,507682,40.268,694,Disagree,2
117,Sententree,Trauma,Anomaly detection,Insight1,5,507682,87.296,694,Disagree,2
117,SeqSynopsis,Trauma,Anomaly detection,Insight1,5,507682,58.861,694,Disagree,2
117,Sententree,Trauma,Anomaly detection,Insight2,5,507682,42.386,694,Disagree,2
118,Coreflow,Trauma,Anomaly detection,Insight1,5,671525,17.432,505,Disagree,2
118,SeqSynopsis,Trauma,Anomaly detection,Insight1,5,671525,22.489,505,Disagree,2
119,Coreflow,Trauma,Anomaly detection,Insight1,5,981230,287.045,975,Disagree,2
119,Sententree,Trauma,Anomaly detection,Insight1,5,981230,20.653,975,Disagree,2
119,Coreflow,Trauma,Anomaly detection,Insight3,5,981230,21.48,975,Disagree,2
119,SeqSynopsis,Trauma,Anomaly detection,Insight3,5,981230,15.447,975,Disagree,2
120,Coreflow,Trauma,Anomaly detection,Insight1,5,651175,84.333,407,Disagree,2
120,Sententree,Trauma,Anomaly detection,Insight1,5,651175,13.687,407,Disagree,2
120,SeqSynopsis,Trauma,Anomaly detection,Insight1,5,651175,27.924,407,Disagree,2
120,Sententree,Trauma,Anomaly detection,Insight2,5,651175,11.433,407,Disagree,2
120,SeqSynopsis,Trauma,Anomaly detection,Insight2,5,651175,11.424,407,Disagree,2
120,Coreflow,Trauma,Anomaly detection,Insight3,5,651175,12.064,407,Disagree,2
121,SeqSynopsis,VAST,Clustering,Insight1,0,877557,292.027,1657,Disagree,2
121,SeqSynopsis,VAST,Clustering,Insight2,0,877557,177.425,1657,Disagree,2
122,Sententree,VAST,Clustering,Insight1,0,655286,109.51,921,Disagree,2
122,Sententree,VAST,Clustering,Insight2,0,655286,20.14,921,Disagree,2
122,SeqSynopsis,VAST,Clustering,Insight2,0,655286,177.788,921,Disagree,2
122,Sententree,VAST,Clustering,Insight3,0,655286,16.949,921,Disagree,2
122,SeqSynopsis,VAST,Clustering,Insight3,0,655286,66.639,921,Disagree,2
124,SeqSynopsis,VAST,Clustering,Insight1,0,284038,104.608,2319,Disagree,2
124,Coreflow,VAST,Clustering,Insight2,0,284038,15.773,2319,Disagree,2
124,Coreflow,VAST,Clustering,Insight3,0,284038,14.138,2319,Disagree,2
125,SeqSynopsis,VAST,Clustering,Insight1,0,628556,16.001,715,Disagree,2
125,Coreflow,VAST,Clustering,Insight2,0,628556,29.83,715,Disagree,2
125,Sententree,VAST,Clustering,Insight2,0,628556,108.076,715,Disagree,2
125,Coreflow,VAST,Clustering,Insight3,0,628556,26.877,715,Disagree,2
125,Sententree,VAST,Clustering,Insight3,0,628556,24.337,715,Disagree,2
126,SeqSynopsis,VAST,Clustering,Insight1,1,930973,18.433,305,Disagree,2
128,SeqSynopsis,VAST,Clustering,Insight3,1,292165,62.243,760,Disagree,2
129,Sententree,VAST,Clustering,Insight1,1,778227,130.593,1215,Disagree,2
129,SeqSynopsis,VAST,Clustering,Insight3,1,778227,23.172,1215,Disagree,2
130,SeqSynopsis,VAST,Clustering,Insight1,1,794252,33.533,523,Disagree,2
130,Sententree,VAST,Clustering,Insight3,1,794252,30.549,523,Disagree,2
131,Coreflow,VAST,Clustering,Insight1,2,291737,43.889,592,Disagree,2
131,Coreflow,VAST,Clustering,Insight2,2,291737,69.298,592,Disagree,2
131,Coreflow,VAST,Clustering,Insight3,2,291737,11.573,592,Disagree,2
132,Sententree,VAST,Clustering,Insight1,2,139626,87.967,549,Disagree,2
132,SeqSynopsis,VAST,Clustering,Insight1,2,139626,55.012,549,Disagree,2
132,SeqSynopsis,VAST,Clustering,Insight2,2,139626,18.993,549,Disagree,2
132,SeqSynopsis,VAST,Clustering,Insight3,2,139626,16.127,549,Disagree,2
133,Sententree,VAST,Clustering,Insight1,2,817913,14.496,439,Disagree,2
133,SeqSynopsis,VAST,Clustering,Insight1,2,817913,67.501,439,Disagree,2
133,Sententree,VAST,Clustering,Insight3,2,817913,10.886,439,Disagree,2
134,Coreflow,VAST,Clustering,Insight1,2,352685,105.317,1554,Disagree,2
134,Coreflow,VAST,Clustering,Insight2,2,352685,50.567,1554,Disagree,2
134,SeqSynopsis,VAST,Clustering,Insight2,2,352685,144.197,1554,Disagree,2
134,Coreflow,VAST,Clustering,Insight3,2,352685,33.703,1554,Disagree,2
136,Sententree,VAST,Clustering,Insight1,3,861520,33.05,523,Disagree,2
136,Sententree,VAST,Clustering,Insight2,3,861520,32.4,523,Disagree,2
136,SeqSynopsis,VAST,Clustering,Insight2,3,861520,18.235,523,Disagree,2
137,SeqSynopsis,VAST,Clustering,Insight2,3,334343,74.245,805,Disagree,2
138,Coreflow,VAST,Clustering,Insight1,3,272497,30.087,1308,Disagree,2
138,Sententree,VAST,Clustering,Insight1,3,272497,104.264,1308,Disagree,2
138,Coreflow,VAST,Clustering,Insight2,3,272497,29.291,1308,Disagree,2
138,Sententree,VAST,Clustering,Insight2,3,272497,55.641,1308,Disagree,2
138,SeqSynopsis,VAST,Clustering,Insight2,3,272497,262.29,1308,Disagree,2
138,Coreflow,VAST,Clustering,Insight3,3,272497,36.276,1308,Disagree,2
138,Sententree,VAST,Clustering,Insight3,3,272497,60.813,1308,Disagree,2
138,SeqSynopsis,VAST,Clustering,Insight3,3,272497,86.445,1308,Disagree,2
140,Coreflow,VAST,Clustering,Insight1,3,597446,57.277,3215,Disagree,2
140,Sententree,VAST,Clustering,Insight1,3,597446,16.995,3215,Disagree,2
140,SeqSynopsis,VAST,Clustering,Insight1,3,597446,23.157,3215,Disagree,2
140,Coreflow,VAST,Clustering,Insight2,3,597446,12.105,3215,Disagree,2
140,Sententree,VAST,Clustering,Insight2,3,597446,11.774,3215,Disagree,2
140,SeqSynopsis,VAST,Clustering,Insight2,3,597446,13.38,3215,Disagree,2
140,Coreflow,VAST,Clustering,Insight3,3,597446,14.827,3215,Disagree,2
140,Sententree,VAST,Clustering,Insight3,3,597446,13.409,3215,Disagree,2
141,Coreflow,VAST,Clustering,Insight1,4,989677,37.987,997,Disagree,2
143,Coreflow,VAST,Clustering,Insight1,4,113898,32.928,905,Disagree,2
143,Sententree,VAST,Clustering,Insight1,4,113898,48.607,905,Disagree,2
143,SeqSynopsis,VAST,Clustering,Insight1,4,113898,88.216,905,Disagree,2
143,Sententree,VAST,Clustering,Insight2,4,113898,11.714,905,Disagree,2
143,Sententree,VAST,Clustering,Insight3,4,113898,18.807,905,Disagree,2
143,SeqSynopsis,VAST,Clustering,Insight3,4,113898,42.103,905,Disagree,2
144,Coreflow,VAST,Clustering,Insight1,4,204735,28.325,423,Disagree,2
144,Sententree,VAST,Clustering,Insight1,4,204735,53.451,423,Disagree,2
144,Coreflow,VAST,Clustering,Insight2,4,204735,30.936,423,Disagree,2
144,Sententree,VAST,Clustering,Insight2,4,204735,10.762,423,Disagree,2
144,Coreflow,VAST,Clustering,Insight3,4,204735,10.914,423,Disagree,2
144,Sententree,VAST,Clustering,Insight3,4,204735,12.351,423,Disagree,2
145,SeqSynopsis,VAST,Clustering,Insight1,4,599503,60.076,1099,Disagree,2
145,Coreflow,VAST,Clustering,Insight2,4,599503,50.715,1099,Disagree,2
145,SeqSynopsis,VAST,Clustering,Insight2,4,599503,197.558,1099,Disagree,2
145,SeqSynopsis,VAST,Clustering,Insight3,4,599503,70.539,1099,Disagree,2
147,SeqSynopsis,VAST,Clustering,Insight2,5,107112,78.661,1084,Disagree,2
149,Coreflow,VAST,Clustering,Insight1,5,395991,11.488,385,Disagree,2
149,Sententree,VAST,Clustering,Insight1,5,395991,14.174,385,Disagree,2
149,Sententree,VAST,Clustering,Insight2,5,395991,21.571,385,Disagree,2
149,SeqSynopsis,VAST,Clustering,Insight2,5,395991,35.22,385,Disagree,2
149,Coreflow,VAST,Clustering,Insight3,5,395991,13.722,385,Disagree,2
149,Sententree,VAST,Clustering,Insight3,5,395991,11.782,385,Disagree,2
150,Sententree,VAST,Clustering,Insight2,5,502455,159.559,2859,Disagree,2
151,Coreflow,Workflow,Clustering,Insight1,0,268302,103.235,1331,Disagree,2
151,Coreflow,Workflow,Clustering,Insight2,0,268302,89.672,1331,Disagree,2
151,Sententree,Workflow,Clustering,Insight2,0,268302,95.611,1331,Disagree,2
151,Coreflow,Workflow,Clustering,Insight3,0,268302,65.394,1331,Disagree,2
152,Sententree,Workflow,Clustering,Insight1,0,870357,59.897,1893,Disagree,2
152,Coreflow,Workflow,Clustering,Insight2,0,870357,24.376,1893,Disagree,2
152,Sententree,Workflow,Clustering,Insight2,0,870357,141.481,1893,Disagree,2
152,SeqSynopsis,Workflow,Clustering,Insight2,0,870357,644.41,1893,Disagree,2
152,Coreflow,Workflow,Clustering,Insight3,0,870357,43.159,1893,Disagree,2
152,SeqSynopsis,Workflow,Clustering,Insight3,0,870357,33.869,1893,Disagree,2
154,Sententree,Workflow,Clustering,Insight1,0,697353,28.191,1296,Disagree,2
154,Coreflow,Workflow,Clustering,Insight2,0,697353,26.764,1296,Disagree,2
154,SeqSynopsis,Workflow,Clustering,Insight2,0,697353,61.886,1296,Disagree,2
155,Coreflow,Workflow,Clustering,Insight2,0,625388,572.314,3517,Disagree,2
155,SeqSynopsis,Workflow,Clustering,Insight2,0,625388,118.012,3517,Disagree,2
157,SeqSynopsis,Workflow,Clustering,Insight2,1,783946,93.437,2238,Disagree,2
158,Coreflow,Workflow,Clustering,Insight1,1,895917,50.302,2903,Disagree,2
158,Coreflow,Workflow,Clustering,Insight2,1,895917,68.932,2903,Disagree,2
158,Sententree,Workflow,Clustering,Insight2,1,895917,160.545,2903,Disagree,2
158,Coreflow,Workflow,Clustering,Insight3,1,895917,846.12,2903,Disagree,2
159,Coreflow,Workflow,Clustering,Insight3,1,861482,298.648,3274,Disagree,2
159,SeqSynopsis,Workflow,Clustering,Insight3,1,861482,385.311,3274,Disagree,2
162,Coreflow,Workflow,Clustering,Insight1,2,967871,11.784,246,Disagree,2
162,Sententree,Workflow,Clustering,Insight1,2,967871,16.87,246,Disagree,2
162,SeqSynopsis,Workflow,Clustering,Insight1,2,967871,30.053,246,Disagree,2
162,Coreflow,Workflow,Clustering,Insight2,2,967871,15.518,246,Disagree,2
162,Sententree,Workflow,Clustering,Insight2,2,967871,11.046,246,Disagree,2
162,Coreflow,Workflow,Clustering,Insight3,2,967871,12.909,246,Disagree,2
162,Sententree,Workflow,Clustering,Insight3,2,967871,13.31,246,Disagree,2
163,SeqSynopsis,Workflow,Clustering,Insight1,2,808965,91.655,1446,Disagree,2
163,Sententree,Workflow,Clustering,Insight2,2,808965,47.981,1446,Disagree,2
164,Coreflow,Workflow,Clustering,Insight1,2,985874,50.841,657,Disagree,2
164,Coreflow,Workflow,Clustering,Insight2,2,985874,31.289,657,Disagree,2
164,Sententree,Workflow,Clustering,Insight2,2,985874,12.224,657,Disagree,2
164,Coreflow,Workflow,Clustering,Insight3,2,985874,29.282,657,Disagree,2
164,Sententree,Workflow,Clustering,Insight3,2,985874,22.328,657,Disagree,2
165,Coreflow,Workflow,Clustering,Insight1,2,498692,14.659,5888,Disagree,2
165,Sententree,Workflow,Clustering,Insight2,2,498692,52.55,5888,Disagree,2
167,Sententree,Workflow,Clustering,Insight1,3,275849,87.533,1372,Disagree,2
167,Sententree,Workflow,Clustering,Insight2,3,275849,142.702,1372,Disagree,2
168,Coreflow,Workflow,Clustering,Insight1,3,297467,30.336,503,Disagree,2
170,Sententree,Workflow,Clustering,Insight1,3,162851,120.131,2492,Disagree,2
170,SeqSynopsis,Workflow,Clustering,Insight3,3,162851,62.862,2492,Disagree,2
171,Sententree,Workflow,Clustering,Insight1,4,912559,18.8,323,Disagree,2
171,Coreflow,Workflow,Clustering,Insight2,4,912559,17.9,323,Disagree,2
172,SeqSynopsis,Workflow,Clustering,Insight1,4,116613,37.579,592,Disagree,2
173,SeqSynopsis,Workflow,Clustering,Insight1,4,772959,81.344,1245,Disagree,2
173,Sententree,Workflow,Clustering,Insight2,4,772959,88.319,1245,Disagree,2
173,Sententree,Workflow,Clustering,Insight3,4,772959,19.464,1245,Disagree,2
174,Coreflow,Workflow,Clustering,Insight3,4,541363,1150.633,6007,Disagree,2
174,Sententree,Workflow,Clustering,Insight3,4,541363,47.48,6007,Disagree,2
176,Sententree,Workflow,Clustering,Insight2,5,735037,25.397,560,Disagree,2
177,Coreflow,Workflow,Clustering,Insight1,5,655645,32.689,598,Disagree,2
177,Coreflow,Workflow,Clustering,Insight2,5,655645,23.541,598,Disagree,2
177,Sententree,Workflow,Clustering,Insight2,5,655645,41.901,598,Disagree,2
177,Coreflow,Workflow,Clustering,Insight3,5,655645,16.367,598,Disagree,2
177,Sententree,Workflow,Clustering,Insight3,5,655645,11.239,598,Disagree,2
177,SeqSynopsis,Workflow,Clustering,Insight3,5,655645,57.901,598,Disagree,2
178,Coreflow,Workflow,Clustering,Insight1,5,505004,134.454,1634,Disagree,2
178,SeqSynopsis,Workflow,Clustering,Insight1,5,505004,177.488,1634,Disagree,2
178,Coreflow,Workflow,Clustering,Insight2,5,505004,14.888,1634,Disagree,2
178,SeqSynopsis,Workflow,Clustering,Insight2,5,505004,91.679,1634,Disagree,2
178,Sententree,Workflow,Clustering,Insight3,5,505004,35.057,1634,Disagree,2
180,Coreflow,Workflow,Clustering,Insight1,5,627801,50.235,659,Disagree,2
180,Coreflow,Workflow,Clustering,Insight3,5,627801,18.433,659,Disagree,2
1,Sententree,Basketball,Common pattern,Insight1,0,988454,22.404,407,Neither agree nor disagree,4
3,Sententree,Basketball,Common pattern,Insight2,0,271966,103.504,1439,Neither agree nor disagree,4
3,SeqSynopsis,Basketball,Common pattern,Insight2,0,271966,65.993,1439,Neither agree nor disagree,4
5,Coreflow,Basketball,Common pattern,Insight3,0,271356,33.564,1151,Neither agree nor disagree,4
9,Coreflow,Basketball,Common pattern,Insight1,1,199690,20.889,859,Neither agree nor disagree,4
