Sports,User ID,Gender,Latitude,Longitude,Altitude,Heart Rate,Time Stamp
 'bike',349767861, 'male',60.36171586,24.78740319,42.6,156,1401638886
 'bike',349767861, 'male',60.36145225,24.78846383,46.4,159,1401638898
 'bike',349767861, 'male',60.36111354,24.78996067,49.8,161,1401638916
 'bike',349767861, 'male',60.35976229,24.792822,50.6,151,1401638949
 'bike',349767861, 'male',60.35782163,24.79536734,48.6,147,1401638980
 'bike',349767861, 'male',60.35571325,24.79937942,47.4,140,1401639022
 'bike',349767861, 'male',60.35500171,24.80327072,44.6,130,1401639047
 'bike',349767861, 'male',60.35488193,24.80400606,42.4,129,1401639061
 'bike',349767861, 'male',60.35398708,24.80449037,42.4,135,1401639084
 'bike',349767861, 'male',60.3538119,24.80633757,40,130,1401639098
 'bike',349767861, 'male',60.35247875,24.8071771,38.2,141,1401639119
 'bike',349767861, 'male',60.35038521,24.80856439,36.2,144,1401639148
 'bike',349767861, 'male',60.34712498,24.81013482,36.2,151,1401639193
 'bike',349767861, 'male',60.34389158,24.81183845,36.2,154,1401639236
 'bike',349767861, 'male',60.34109202,24.81390626,34.2,155,1401639276
 'bike',349767861, 'male',60.338542,24.81570896,35.6,159,1401639313
 'bike',349767861, 'male',60.33795007,24.81621187,39.4,159,1401639325
 'bike',349767861, 'male',60.33707801,24.81689022,42.8,163,1401639344
 'bike',349767861, 'male',60.33514188,24.81800283,42.8,156,1401639379
 'bike',349767861, 'male',60.33198651,24.81957,43.2,156,1401639426
 'bike',349767861, 'male',60.33152693,24.82059829,46.4,160,1401639437
 'bike',349767861, 'male',60.32902812,24.82509929,46.8,154,1401639486
 'bike',349767861, 'male',60.32741812,24.82595173,48.6,156,1401639512
 'bike',349767861, 'male',60.32615656,24.82666838,51.2,162,1401639534
 'bike',349767861, 'male',60.32494605,24.82832615,53.6,163,1401639561
 'bike',349767861, 'male',60.32426368,24.82927649,56.8,165,1401639577
 'bike',349767861, 'male',60.32381508,24.82987689,60.2,165,1401639590
 'bike',349767861, 'male',60.3233943,24.83040243,63.4,166,1401639602
 'bike',349767861, 'male',60.3221397,24.83254267,65.4,158,1401639638
 'bike',349767861, 'male',60.31967349,24.83535429,65.4,150,1401639681
 'bike',349767861, 'male',60.31657286,24.83987373,65.8,148,1401639740
 'bike',349767861, 'male',60.3155294,24.84208153,67,140,1401639765
 'bike',349767861, 'male',60.31480344,24.84350435,63.2,132,1401639778
 'bike',349767861, 'male',60.31446439,24.84537746,61,129,1401639791
 'bike',349767861, 'male',60.31349452,24.84670666,59.4,128,1401639809
 'bike',349767861, 'male',60.31175083,24.84758056,58.2,133,1401639836
 'bike',349767861, 'male',60.30996633,24.84845756,57,145,1401639861
 'bike',349767861, 'male',60.30722871,24.8479388,54.8,144,1401639897
 'bike',349767861, 'male',60.30590856,24.84714436,50.8,141,1401639913
 'bike',349767861, 'male',60.30392398,24.84721293,48,143,1401639936
 'bike',349767861, 'male',60.30205473,24.84831749,46,142,1401639960
 'bike',349767861, 'male',60.30053635,24.8500699,43,141,1401639982
 'bike',349767861, 'male',60.29898469,24.85226504,41.8,146,1401640006
 'bike',349767861, 'male',60.29742273,24.85673402,41.8,140,1401640049
 'bike',349767861, 'male',60.29642017,24.85801678,40,134,1401640067
 'bike',349767861, 'male',60.29547787,24.85936987,37.2,126,1401640083
 'bike',349767861, 'male',60.29487396,24.8605741,34.4,130,1401640101
 'bike',349767861, 'male',60.29440172,24.86109135,33.2,132,1401640118
 'bike',349767861, 'male',60.29468059,24.86053856,32.8,131,1401640140
 'bike',349767861, 'male',60.2945826,24.85903434,31.2,134,1401640163
 'bike',349767861, 'male',60.29471604,24.85783339,32.2,135,1401640174
 'bike',349767861, 'male',60.29425671,24.85654886,30.2,137,1401640187
 'bike',349767861, 'male',60.29394122,24.85534765,32.4,141,1401640199
 'bike',349767861, 'male',60.29346001,24.85456897,34.4,149,1401640216
 'bike',349767861, 'male',60.29264797,24.85390211,35.6,150,1401640233
 'bike',349767861, 'male',60.29249316,24.85114329,36.4,138,1401640257
 'bike',349767861, 'male',60.29227188,24.8487407,38.6,149,1401640279
 'bike',349767861, 'male',60.29169931,24.84532842,36.6,139,1401640307
 'bike',349767861, 'male',60.2922029,24.84323957,37,145,1401640332
 'bike',349767861, 'male',60.29169613,24.84315332,38.6,149,1401640354
 'bike',349767861, 'male',60.29022493,24.84437641,38.6,135,1401640383
 'bike',349767861, 'male',60.28961088,24.84421648,36.4,133,1401640401
 'bike',349767861, 'male',60.28883739,24.84141676,34.4,140,1401640427
 'bike',349767861, 'male',60.28821395,24.83954332,32.2,140,1401640441
 'bike',349767861, 'male',60.28729001,24.83676438,30,136,1401640461
 'bike',349767861, 'male',60.28531398,24.83288515,29.6,142,1401640500
 'bike',349767861, 'male',60.28419851,24.83316293,29.6,134,1401640523
 'bike',349767861, 'male',60.2839396,24.83243513,27.6,134,1401640536
 'bike',349767861, 'male',60.28411243,24.83084542,29.6,145,1401640551
 'bike',349767861, 'male',60.28382158,24.82828206,30.8,150,1401640579
 'bike',349767861, 'male',60.28336183,24.82721186,33.8,159,1401640594
 'bike',349767861, 'male',60.28228451,24.82553456,35.8,154,1401640619
 'bike',349767861, 'male',60.28131413,24.82392213,34.2,145,1401640638
 'bike',349767861, 'male',60.27973113,24.82074061,32.2,142,1401640672
 'bike',349767861, 'male',60.27818735,24.81697999,31.6,144,1401640709
 'bike',349767861, 'male',60.27728126,24.81460799,29.6,146,1401640732
 'bike',349767861, 'male',60.27584787,24.81072365,27.4,141,1401640765
 'bike',349767861, 'male',60.27380219,24.8060178,27.4,147,1401640813
 'bike',349767861, 'male',60.2737876,24.80413984,27.4,146,1401640836
 'bike',349767861, 'male',60.27308428,24.80212265,29.6,144,1401640859
 'bike',349767861, 'male',60.27318922,24.80094256,32.2,153,1401640873
 'bike',349767861, 'male',60.27299761,24.79846353,34,162,1401640896
 'bike',349767861, 'male',60.27295679,24.79514563,31.6,150,1401640919
 'bike',349767861, 'male',60.27325016,24.79475705,27.2,148,1401640928
 'bike',349767861, 'male',60.27362097,24.79222546,25.2,146,1401640949
 'bike',349767861, 'male',60.27431005,24.78613785,25.2,146,1401640997
 'bike',349767861, 'male',60.27434835,24.78306295,25.2,147,1401641021
 'bike',349767861, 'male',60.27364058,24.77686487,26,155,1401641072
 'bike',349767861, 'male',60.27288881,24.77441409,29,160,1401641095
 'bike',349767861, 'male',60.27223377,24.77269471,31.6,159,1401641117
 'bike',349767861, 'male',60.27122542,24.77046965,28,151,1401641135
 'bike',349767861, 'male',60.26998406,24.76773446,28.6,151,1401641161
 'bike',349767861, 'male',60.26896776,24.76474171,31.2,157,1401641190
 'bike',349767861, 'male',60.26883616,24.76266735,33.6,158,1401641210
 'bike',349767861, 'male',60.26889576,24.76127646,37.2,156,1401641229
 'bike',349767861, 'male',60.26861697,24.75980661,34.8,148,1401641245
 'bike',349767861, 'male',60.26796922,24.758163,32.8,146,1401641260
 'bike',349767861, 'male',60.26718157,24.75448368,31.6,151,1401641288
 'bike',349767861, 'male',60.26669945,24.75090436,32.8,150,1401641314
 'bike',349767861, 'male',60.26617893,24.74791956,30.6,144,1401641335
 'bike',349767861, 'male',60.26579982,24.74799282,26.4,145,1401641344
 'bike',349767861, 'male',60.26527285,24.7471921,28.6,152,1401641359
 'bike',349767861, 'male',60.26407231,24.74207796,29.8,160,1401641404
 'bike',349767861, 'male',60.26271293,24.7382528,30.6,155,1401641441
 'bike',349767861, 'male',60.26243892,24.7369583,34,159,1401641455
 'bike',349767861, 'male',60.26208261,24.73597585,36.8,165,1401641469
 'bike',349767861, 'male',60.26105541,24.73388792,36.8,151,1401641497
 'bike',349767861, 'male',60.26148833,24.73198556,35.2,149,1401641513
 'bike',349767861, 'male',60.26069842,24.72795504,34.6,153,1401641546
 'bike',349767861, 'male',60.2602396,24.72630473,36.4,156,1401641560
 'bike',349767861, 'male',60.25977843,24.72489439,39.8,162,1401641575
 'bike',349767861, 'male',60.25851209,24.72234319,41,156,1401641604
 'bike',349767861, 'male',60.25646741,24.71983356,42.2,152,1401641643
 'bike',349767861, 'male',60.25327331,24.71716519,43,156,1401641694
 'bike',349767861, 'male',60.25190782,24.71728119,39.4,146,1401641711
 'bike',349767861, 'male',60.25058666,24.71516266,36.4,146,1401641730
 'bike',349767861, 'male',60.25003689,24.71220536,34.2,151,1401641749
 'bike',349767861, 'male',60.24751972,24.70954176,34.2,161,1401641786
 'bike',349767861, 'male',60.2457431,24.70715862,36.2,158,1401641815
 'bike',349767861, 'male',60.24484036,24.70558039,39.6,165,1401641835
 'bike',349767861, 'male',60.24436897,24.70456668,43.4,167,1401641851
 'bike',349767861, 'male',60.24394677,24.70368499,46.6,166,1401641865
 'bike',349767861, 'male',60.2433618,24.70256609,48.6,164,1401641884
 'bike',349767861, 'male',60.2414529,24.70027565,47.8,156,1401641918
 'bike',349767861, 'male',60.24060641,24.69944509,45.4,153,1401641930
 'bike',349767861, 'male',60.23855754,24.6957651,44.6,155,1401641966
 'bike',349767861, 'male',60.23559253,24.69233179,45.8,160,1401642014
 'bike',349767861, 'male',60.23491016,24.69146853,48.8,163,1401642031
 'bike',349767861, 'male',60.23440791,24.69081181,52.2,165,1401642046
 'bike',349767861, 'male',60.23395093,24.69022139,55.2,165,1401642062
 'bike',349767861, 'male',60.23280798,24.68939418,53.4,155,1401642086
 'bike',349767861, 'male',60.23178698,24.68861332,51.4,158,1401642100
 'bike',349767861, 'male',60.23122472,24.68833873,54.8,158,1401642111
 'bike',349767861, 'male',60.22960257,24.68651382,53.6,149,1401642143
 'bike',349767861, 'male',60.22848886,24.68504204,50.2,145,1401642158
 'bike',349767861, 'male',60.22756375,24.68350941,46.4,136,1401642171
 'bike',349767861, 'male',60.22688541,24.68217602,42,139,1401642180
 'bike',349767861, 'male',60.22619482,24.68058832,36.4,142,1401642189
 'bike',349767861, 'male',60.22548881,24.67897355,32.2,145,1401642198
 'bike',349767861, 'male',60.22457368,24.67573838,30.6,158,1401642216
 'bike',349767861, 'male',60.22409256,24.6724256,32.2,169,1401642236
 'bike',349767861, 'male',60.22307307,24.66973032,29.8,163,1401642256
 'bike',349767861, 'male',60.22250779,24.66933327,25.8,156,1401642265
 'bike',349767861, 'male',60.22195249,24.66775127,24,149,1401642286
 'bike',349767861, 'male',60.22144781,24.66679959,20,144,1401642295
 'bike',349767861, 'male',60.22086418,24.66503796,20.2,153,1401642311
 'bike',349767861, 'male',60.22020629,24.66356744,20.2,145,1401642328
 'bike',349767861, 'male',60.2195587,24.66273336,16,140,1401642338
 'bike',349767861, 'male',60.21862764,24.66207873,14.8,137,1401642353
 'bike',349767861, 'male',60.21841935,24.66195694,14.8,135,1401642395
 'bike',349767861, 'male',60.21821877,24.66185351,14.8,133,1401642442
 'bike',349767861, 'male',60.21721277,24.66103787,16.6,153,1401642462
 'bike',349767861, 'male',60.216504,24.66027855,19.2,157,1401642480
 'bike',349767861, 'male',60.2157643,24.65895119,21.4,157,1401642503
 'bike',349767861, 'male',60.21495804,24.65721798,23,152,1401642528
 'bike',349767861, 'male',60.21421658,24.65467181,23.4,150,1401642554
 'bike',349767861, 'male',60.21338467,24.65349885,21.2,140,1401642571
 'bike',349767861, 'male',60.21192874,24.65490407,19.4,146,1401642592
 'bike',349767861, 'male',60.21154175,24.65581309,14.2,139,1401642601
 'bike',349767861, 'male',60.21123866,24.65549919,9.6,140,1401642610
 'bike',349767861, 'male',60.21040223,24.65509325,9.6,142,1401642629
 'bike',349767861, 'male',60.2093767,24.6534224,11.2,148,1401642652
 'bike',349767861, 'male',60.2088328,24.65181509,11.8,151,1401642672
 'bike',349767861, 'male',60.20731391,24.64992438,11.8,148,1401642700
 'bike',349767861, 'male',60.20625964,24.64959464,11.8,149,1401642720
 'bike',349767861, 'male',60.2055217,24.65000183,14.6,157,1401642734
 'bike',349767861, 'male',60.20483455,24.65106633,16,162,1401642753
 'bike',349767861, 'male',60.20439869,24.65059276,17.6,161,1401642769
 'bike',349767861, 'male',60.20427598,24.64999119,21.4,168,1401642779
 'bike',349767861, 'male',60.20367189,24.65129575,22.6,160,1401642802
 'bike',349767861, 'male',60.20302313,24.65269972,20.4,148,1401642816
 'bike',349767861, 'male',60.20222853,24.65298939,19,151,1401642827
 'bike',349767861, 'male',60.20167767,24.6525149,20.2,152,1401642839
 'bike',349767861, 'male',60.20065567,24.65252286,22.2,161,1401642860
 'bike',349767861, 'male',60.19986408,24.6529008,25.2,165,1401642876
 'bike',349767861, 'male',60.19945278,24.65336516,28.6,168,1401642886
 'bike',349767861, 'male',60.19868935,24.65529735,30.8,168,1401642909
 'bike',349767861, 'male',60.19788645,24.6583337,28.8,156,1401642936
 'bike',349767861, 'male',60.19705446,24.65979072,24.8,149,1401642950
 'bike',349767861, 'male',60.19603028,24.66112764,24.2,156,1401642966
 'bike',349767861, 'male',60.19539409,24.66250101,26.8,158,1401642986
 'bike',349767861, 'male',60.19489495,24.66407019,28,150,1401643003
 'bike',349767861, 'male',60.1944886,24.66534273,24.6,139,1401643013
 'bike',349767861, 'male',60.19365611,24.66625703,25.8,155,1401643028
 'bike',349767861, 'male',60.19162023,24.66546996,27.6,161,1401643059
 'bike',349767861, 'male',60.19110063,24.66505171,31.2,168,1401643071
 'bike',349767861, 'male',60.18946943,24.66447763,28.8,160,1401643096
 'bike',349767861, 'male',60.18810427,24.66659331,24.2,154,1401643113
 'bike',349767861, 'male',60.18668219,24.66804715,23,154,1401643135
 'bike',349767861, 'male',60.18640224,24.66838335,26.4,159,1401643146
 'bike',349767861, 'male',60.18608884,24.66875953,30.2,168,1401643157
 'bike',349767861, 'male',60.1850178,24.66918826,30.6,160,1401643181
 'bike',349767861, 'male',60.18388423,24.66945271,32.8,157,1401643203
 'bike',349767861, 'male',60.18269844,24.66992352,31.2,146,1401643223
 'bike',349767861, 'male',60.1816922,24.67043457,29,136,1401643239
 'bike',349767861, 'male',60.18052217,24.67150209,26,141,1401643257
 'bike',349767861, 'male',60.17991096,24.67348642,24.2,148,1401643274
 'bike',349767861, 'male',60.17953017,24.6751654,24.2,143,1401643296
 'bike',349767861, 'male',60.1785199,24.67386251,22,135,1401643314
 'bike',349767861, 'male',60.17789226,24.67252719,17.6,132,1401643324
 'bike',349767861, 'male',60.17750041,24.6721687,15.4,132,1401643336
 'bike',349767861, 'male',60.17644479,24.66933184,15.4,149,1401643364
 'bike',349767861, 'male',60.17486975,24.66547592,13.8,152,1401643397
 'bike',349767861, 'male',60.1737894,24.66312488,15.6,152,1401643419
 'bike',349767861, 'male',60.17314014,24.66160348,16.4,157,1401643433
 'bike',349767861, 'male',60.17227605,24.65954354,18.4,162,1401643452
 'bike',349767861, 'male',60.17102128,24.65786263,18.4,160,1401643483
 'bike',349767861, 'male',60.17033287,24.65719837,18.4,157,1401643499
 'bike',349767861, 'male',60.16997539,24.65463988,20.6,159,1401643521
 'bike',349767861, 'male',60.1700561,24.65019235,18.4,155,1401643550
 'bike',349767861, 'male',60.17003146,24.64501762,18.4,151,1401643592
 'bike',349767861, 'male',60.17121549,24.646335,18.4,151,1401643630
 'bike',349767861, 'male',60.17201445,24.64967494,18.4,156,1401643663
 'bike',349767861, 'male',60.17271685,24.65108352,21.4,168,1401643682
 'bike',349767861, 'male',60.17332429,24.64968382,25.2,162,1401643713
 'bike',343482936, 'male',60.17425292,24.65015229,0,90,1400628469
 'bike',343482936, 'male',60.17417061,24.65041053,0.2,96,1400628474
 'bike',343482936, 'male',60.17398495,24.65106726,0.2,102,1400628484
 'bike',343482936, 'male',60.17387465,24.65118754,0.2,104,1400628487
 'bike',343482936, 'male',60.17344943,24.65134545,-1.2,103,1400628497
 'bike',343482936, 'male',60.17334382,24.65113096,-2.2,106,1400628500
 'bike',343482936, 'male',60.17322388,24.65078671,-2.2,110,1400628504
 'bike',343482936, 'male',60.17294459,24.65008984,-2.2,108,1400628512
 'bike',343482936, 'male',60.17277511,24.64968257,-2.2,103,1400628517
 'bike',343482936, 'male',60.17269137,24.64944351,-3,101,1400628519
 'bike',343482936, 'male',60.17254326,24.64905543,-5,100,1400628522
 'bike',343482936, 'male',60.17238325,24.64865067,-6.6,99,1400628525
 'bike',343482936, 'male',60.17209458,24.64723698,-6.6,100,1400628536
 'bike',343482936, 'male',60.17189828,24.6465733,-6.6,104,1400628541
 'bike',343482936, 'male',60.17171656,24.64571843,-5.8,111,1400628548
 'bike',343482936, 'male',60.17167775,24.64549874,-5,111,1400628550
 'bike',343482936, 'male',60.17157725,24.64488636,-4.6,106,1400628555
 'bike',343482936, 'male',60.17132278,24.64465099,-5,105,1400628560
 'bike',343482936, 'male',60.17119814,24.64468402,-5.8,106,1400628562
 'bike',343482936, 'male',60.17089723,24.64477312,-6.8,112,1400628567
 'bike',343482936, 'male',60.17009173,24.64522465,-6.8,108,1400628580
 'bike',343482936, 'male',60.16991135,24.64515181,-6.8,103,1400628583
 'bike',343482936, 'male',60.16964489,24.64460707,-6.8,106,1400628589
 'bike',343482936, 'male',60.16927131,24.64420449,-6.8,110,1400628596
 'bike',343482936, 'male',60.16881055,24.64366369,-6.8,113,1400628605
 'bike',343482936, 'male',60.1686756,24.64283581,-6.8,115,1400628613
 'bike',343482936, 'male',60.1686523,24.64120721,-7.2,117,1400628626
 'bike',343482936, 'male',60.16861509,24.64094527,-8,117,1400628628
 'bike',343482936, 'male',60.1685544,24.64056859,-8.8,117,1400628631
 'bike',343482936, 'male',60.16839246,24.63878978,-8.8,113,1400628645
 'bike',343482936, 'male',60.16808619,24.63799249,-8.8,113,1400628653
 'bike',343482936, 'male',60.16762502,24.63731188,-9.6,113,1400628662
 'bike',343482936, 'male',60.16748026,24.63705028,-10.8,112,1400628665
 'bike',343482936, 'male',60.16712705,24.63647386,-10.8,115,1400628672
 'bike',343482936, 'male',60.16643126,24.63560164,-10.8,117,1400628685
 'bike',343482936, 'male',60.16599616,24.63471039,-10.8,115,1400628696
 'bike',343482936, 'male',60.16597504,24.63426531,-10.8,115,1400628700
 'bike',343482936, 'male',60.16603053,24.63345168,-10.8,114,1400628707
 'bike',343482936, 'male',60.16607353,24.63289814,-10.8,113,1400628712
 'bike',343482936, 'male',60.16594922,24.63254501,-10.8,113,1400628716
 'bike',343482936, 'male',60.16547238,24.63159434,-10.8,115,1400628728
 'bike',343482936, 'male',60.16522628,24.63092119,-10.8,114,1400628736
 'bike',343482936, 'male',60.16516568,24.63036513,-11.4,113,1400628741
 'bike',343482936, 'male',60.16512671,24.63003564,-13.2,111,1400628744
 'bike',343482936, 'male',60.16498522,24.62905772,-13.2,114,1400628753
 'bike',343482936, 'male',60.1649154,24.62842983,-13.2,117,1400628759
 'bike',343482936, 'male',60.16485052,24.6270034,-13.2,120,1400628772
 'bike',343482936, 'male',60.16477944,24.62611408,-13.2,113,1400628782
 'bike',343482936, 'male',60.16488581,24.62604577,-13.2,115,1400628785
 'bike',343482936, 'male',60.16524238,24.62578434,-13.2,124,1400628792
 'bike',343482936, 'male',60.16597001,24.62518235,-13.2,123,1400628804
 'bike',343482936, 'male',60.16624351,24.62492611,-13.2,120,1400628808
 'bike',343482936, 'male',60.1666471,24.62448749,-14.4,120,1400628814
 'bike',343482936, 'male',60.16716259,24.62372147,-15.4,120,1400628822
 'bike',343482936, 'male',60.16786566,24.62250374,-15.4,117,1400628835
 'bike',343482936, 'male',60.16819909,24.62198306,-16.6,114,1400628841
 'bike',343482936, 'male',60.16873386,24.62124998,-17.4,115,1400628850
 'bike',343482936, 'male',60.16911574,24.62069107,-18.4,113,1400628856
 'bike',343482936, 'male',60.16929343,24.62040139,-19.6,112,1400628859
 'bike',343482936, 'male',60.17016205,24.61901352,-19.6,114,1400628874
 'bike',343482936, 'male',60.17038886,24.61865729,-20.4,115,1400628878
 'bike',343482936, 'male',60.17055348,24.61840382,-21.8,116,1400628881
 'bike',343482936, 'male',60.17109672,24.61746018,-21.8,118,1400628892
 'bike',343482936, 'male',60.17125756,24.61725919,-21.8,118,1400628895
 'bike',343482936, 'male',60.17223003,24.61607943,-22.6,116,1400628912
 'bike',343482936, 'male',60.17258107,24.61567199,-23.8,117,1400628918
 'bike',343482936, 'male',60.17295037,24.61530796,-23.8,123,1400628924
 'bike',343482936, 'male',60.17391094,24.61444211,-23.8,127,1400628938
 'bike',343482936, 'male',60.17470194,24.6138278,-24.6,127,1400628950
 'bike',343482936, 'male',60.17482851,24.61371825,-25.4,128,1400628952
 'bike',343482936, 'male',60.17547366,24.61322447,-25.8,129,1400628962
 'bike',343482936, 'male',60.17642819,24.61260027,-25.8,125,1400628977
 'bike',343482936, 'male',60.17681024,24.61226542,-25.8,128,1400628983
 'bike',343482936, 'male',60.17714744,24.61195562,-25.4,134,1400628989
 'bike',343482936, 'male',60.17729321,24.61185168,-24.2,138,1400628992
 'bike',343482936, 'male',60.17744911,24.6117506,-23.4,142,1400628995
 'bike',343482936, 'male',60.17760091,24.61165069,-22,145,1400628998
 'bike',343482936, 'male',60.178221,24.61119496,-21.6,147,1400629011
 'bike',343482936, 'male',60.17853524,24.6109078,-21.6,141,1400629017
 'bike',343482936, 'male',60.17945968,24.61016374,-21.6,135,1400629032
 'bike',343482936, 'male',60.17964106,24.61003474,-22.8,133,1400629035
 'bike',343482936, 'male',60.17976956,24.60993474,-23.6,134,1400629037
 'bike',343482936, 'male',60.18032695,24.60945547,-23.6,130,1400629046
 'bike',343482936, 'male',60.18110219,24.60908859,-23.6,132,1400629058
 'bike',343482936, 'male',60.18134343,24.60884552,-23.6,129,1400629062
 'bike',343482936, 'male',60.18159136,24.60847814,-25,127,1400629066
 'bike',343482936, 'male',60.18185288,24.60795611,-26.2,124,1400629070
 'bike',343482936, 'male',60.18197852,24.60769225,-27.2,123,1400629072
 'bike',343482936, 'male',60.18238236,24.60681642,-28,125,1400629079
 'bike',343482936, 'male',60.1828857,24.60573013,-28,133,1400629089
 'bike',343482936, 'male',60.1829763,24.60553022,-27.2,135,1400629091
 'bike',343482936, 'male',60.18309885,24.60522755,-25.8,137,1400629094
 'bike',343482936, 'male',60.18327327,24.60476772,-24.4,141,1400629099
 'bike',343482936, 'male',60.18333329,24.60459698,-23.6,142,1400629101
 'bike',343482936, 'male',60.18368642,24.60345855,-23.6,142,1400629114
 'bike',343482936, 'male',60.18404022,24.60199012,-23.6,133,1400629127
 'bike',343482936, 'male',60.18420048,24.60097943,-23.6,128,1400629135
 'bike',343482936, 'male',60.18426569,24.60063477,-24,125,1400629138
 'bike',343482936, 'male',60.18433794,24.60024878,-25.4,122,1400629141
 'bike',343482936, 'male',60.18438446,24.59995986,-25.8,119,1400629143
 'bike',343482936, 'male',60.18443434,24.59949031,-27,118,1400629146
 'bike',343482936, 'male',60.18447029,24.59846746,-27.8,114,1400629153
 'bike',343482936, 'male',60.18451019,24.59780437,-28.6,111,1400629158
 'bike',343482936, 'male',60.18455395,24.59738242,-30,112,1400629161
 'bike',343482936, 'male',60.18466165,24.59633871,-31.2,113,1400629168
 'bike',343482936, 'male',60.18468797,24.59603587,-32,111,1400629170
 'bike',343482936, 'male',60.18482376,24.59476509,-32.8,107,1400629178
 'bike',343482936, 'male',60.18488646,24.59427224,-34,108,1400629181
 'bike',343482936, 'male',60.18501596,24.5936539,-34.4,109,1400629185
 'bike',343482936, 'male',60.18510061,24.59317454,-36,105,1400629188
 'bike',343482936, 'male',60.18523145,24.59221045,-37.4,105,1400629194
 'bike',343482936, 'male',60.18527026,24.59188038,-38.4,105,1400629196
 'bike',343482936, 'male',60.18535081,24.59106825,-39.6,105,1400629201
 'bike',343482936, 'male',60.1854747,24.5904806,-40.4,105,1400629205
 'bike',343482936, 'male',60.1857596,24.5895839,-40.4,104,1400629212
 'bike',343482936, 'male',60.18589463,24.58923949,-41.6,103,1400629215
 'bike',343482936, 'male',60.18617928,24.5883464,-42.4,105,1400629223
 'bike',343482936, 'male',60.18675042,24.58680782,-42.4,110,1400629238
 'bike',343482936, 'male',60.18738954,24.58546151,-42.4,113,1400629253
 'bike',343482936, 'male',60.1876633,24.58483254,-42.8,113,1400629260
 'bike',343482936, 'male',60.18773613,24.58463464,-44.2,114,1400629262
 'bike',343482936, 'male',60.18805834,24.58370651,-44.6,119,1400629271
 'bike',343482936, 'male',60.18814065,24.58326336,-44.6,111,1400629276
 'bike',343482936, 'male',60.18824651,24.58274871,-44.6,112,1400629283
 'bike',343482936, 'male',60.18843711,24.5825312,-44.6,115,1400629287
 'bike',343482936, 'male',60.1886682,24.58188655,-44.6,118,1400629293
 'bike',343482936, 'male',60.18887004,24.5812103,-44.6,120,1400629300
 'bike',343482936, 'male',60.18908042,24.58044545,-44.6,128,1400629309
 'bike',343482936, 'male',60.18917933,24.57998838,-43.6,131,1400629314
 'bike',343482936, 'male',60.1892401,24.57971505,-42.4,133,1400629317
 'bike',343482936, 'male',60.18938762,24.57899052,-41.6,136,1400629325
 'bike',343482936, 'male',60.18942107,24.57881701,-40.6,137,1400629327
 'bike',343482936, 'male',60.18945325,24.5785586,-40.2,138,1400629330
 'bike',343482936, 'male',60.18972013,24.57749443,-40.2,140,1400629343
 'bike',343482936, 'male',60.19003789,24.57620798,-40.2,139,1400629358
 'bike',343482936, 'male',60.19035447,24.57476377,-40.2,133,1400629373
 'bike',343482936, 'male',60.19059344,24.57358411,-40.2,127,1400629386
 'bike',343482936, 'male',60.19051499,24.57301715,-40.2,128,1400629391
 'bike',343482936, 'male',60.19033922,24.57170983,-40.2,130,1400629402
 'bike',343482936, 'male',60.19030293,24.57093542,-40.2,125,1400629408
 'bike',343482936, 'male',60.19025506,24.56960295,-40.2,126,1400629419
 'bike',343482936, 'male',60.19009212,24.56899661,-40.2,127,1400629425
 'bike',343482936, 'male',60.18937815,24.56687272,-40.2,130,1400629445
 'bike',343482936, 'male',60.1890904,24.56554662,-40.2,130,1400629456
 'bike',343482936, 'male',60.18862126,24.56501654,-40.2,135,1400629464
 'bike',343482936, 'male',60.18800159,24.56488059,-40.6,135,1400629472
 'bike',343482936, 'male',60.18783705,24.56483432,-41.4,135,1400629474
 'bike',343482936, 'male',60.18750295,24.56463567,-42.4,135,1400629478
 'bike',343482936, 'male',60.18683977,24.56407358,-42,142,1400629487
 'bike',343482936, 'male',60.18673609,24.56395296,-41,145,1400629489
 'bike',343482936, 'male',60.18657574,24.56382028,-40.2,149,1400629495
 'bike',343482936, 'male',60.1864506,24.56370872,-39,148,1400629498
 'bike',343482936, 'male',60.18636033,24.56363428,-38.2,149,1400629500
 'bike',343482936, 'male',60.18621532,24.56350327,-37,149,1400629503
 'bike',343482936, 'male',60.18607568,24.56337998,-36,151,1400629506
 'bike',343482936, 'male',60.18564477,24.56290388,-36,154,1400629516
 'bike',343482936, 'male',60.18502593,24.56182455,-36,148,1400629529
 'bike',343482936, 'male',60.18486265,24.56085644,-36.6,143,1400629536
 'bike',343482936, 'male',60.18483315,24.56056693,-37.4,142,1400629538
 'bike',343482936, 'male',60.18472225,24.55952581,-38.2,140,1400629546
 'bike',343482936, 'male',60.18449058,24.55871528,-38.6,137,1400629552
 'bike',343482936, 'male',60.18439184,24.55841864,-39.6,136,1400629554
 'bike',343482936, 'male',60.1841201,24.55775329,-40.6,133,1400629559
 'bike',343482936, 'male',60.18375867,24.55740728,-40.6,132,1400629564
 'bike',343482936, 'male',60.18315333,24.55692356,-41.4,132,1400629572
 'bike',343482936, 'male',60.18293842,24.55660664,-42.8,134,1400629575
 'bike',343482936, 'male',60.18231841,24.55520594,-42.8,134,1400629587
 'bike',343482936, 'male',60.18198766,24.55377172,-42.8,128,1400629599
 'bike',343482936, 'male',60.18123622,24.55263723,-42.8,129,1400629613
 'bike',343482936, 'male',60.18046601,24.55036456,-42.8,128,1400629634
 'bike',343482936, 'male',60.18029451,24.54976819,-42.8,129,1400629639
